X[s],"R GASTROCNEMIUS LATERAL HEAD: EMG 13",X[s],"R GASTROCNEMIUS LATERAL HEAD: Acc 13.X",X[s],"R GASTROCNEMIUS LATERAL HEAD: Acc 13.Y",X[s],"R GASTROCNEMIUS LATERAL HEAD: Acc 13.Z",X[s],"R GASTROCNEMIUS MEDIAL HEAD: EMG 14",X[s],"R GASTROCNEMIUS MEDIAL HEAD: Acc 14.X",X[s],"R GASTROCNEMIUS MEDIAL HEAD: Acc 14.Y",X[s],"R GASTROCNEMIUS MEDIAL HEAD: Acc 14.Z"
0.01921154,0,0.24975,0.8701304,0.24975,-0.2457313,0.24975,0.1127947,0.01921154,0,0.24975,0.9627832,0.24975,0.1087663,0.24975,0.2860151
0.01973077,0,0.2565,0.8620737,0.2565,-0.2457313,0.2565,0.1168231,0.01973077,0,0.2565,0.9627832,0.2565,0.1087663,0.2565,0.2900435
0.02025,0,0.26325,0.8620737,0.26325,-0.2417029,0.26325,0.1127947,0.02025,0,0.26325,0.9547265,0.26325,0.1047379,0.26325,0.2860151
0.02076923,0,0.27,0.8701304,0.27,-0.2497597,0.27,0.1127947,0.02076923,0,0.27,0.9547265,0.27,0.1087663,0.27,0.2940719
0.02128846,0,0.27675,0.866102,0.27675,-0.2457313,0.27675,0.1087663,0.02128846,0,0.27675,0.9506981,0.27675,0.1047379,0.27675,0.2900435
0.02180769,0,0.2835,0.8620737,0.2835,-0.2417029,0.2835,0.1047379,0.02180769,0,0.2835,0.9547265,0.2835,0.1087663,0.2835,0.2981002
0.02232692,0,0.29025,0.8620737,0.29025,-0.2417029,0.29025,0.1127947,0.02232692,0,0.29025,0.9506981,0.29025,0.1087663,0.29025,0.2981002
0.02284615,0,0.297,0.8620737,0.297,-0.2457313,0.297,0.1087663,0.02284615,0,0.297,0.9506981,0.297,0.1047379,0.297,0.2860151
0.02336538,0,0.30375,0.866102,0.30375,-0.2457313,0.30375,0.1087663,0.02336538,0,0.30375,0.9506981,0.30375,0.1087663,0.30375,0.2900435
0.02388461,0,0.3105,0.8580453,0.3105,-0.2417029,0.3105,0.1047379,0.02388461,0,0.3105,0.9547265,0.3105,0.1127947,0.3105,0.2900435
0.02440385,0,0.31725,0.8620737,0.31725,-0.2417029,0.31725,0.1127947,0.02440385,0,0.31725,0.9466697,0.31725,0.1087663,0.31725,0.2860151
0.02492308,0,0.324,0.8580453,0.324,-0.2417029,0.324,0.1087663,0.02492308,0,0.324,0.9506981,0.324,0.1087663,0.324,0.2900435
0.02544231,0,0.33075,0.8620737,0.33075,-0.2457313,0.33075,0.1047379,0.02544231,0,0.33075,0.9506981,0.33075,0.1087663,0.33075,0.2819867
0.02596154,0,0.3375,0.866102,0.3375,-0.2457313,0.3375,0.1127947,0.02596154,0,0.3375,0.9466697,0.3375,0.1047379,0.3375,0.2940719
0.02648077,0,0.34425,0.866102,0.34425,-0.2457313,0.34425,0.1127947,0.02648077,0,0.34425,0.9506981,0.34425,0.1087663,0.34425,0.2900435
0.027,-1.107805E-05,0.351,0.8540169,0.351,-0.2457313,0.351,0.1087663,0.027,1.292439E-05,0.351,0.9627832,0.351,0.1087663,0.351,0.2940719
0.02751923,-1.359579E-05,0.35775,0.8580453,0.35775,-0.2376745,0.35775,0.1127947,0.02751923,1.107805E-05,0.35775,0.9547265,0.35775,0.1047379,0.35775,0.2981002
0.02803846,-1.309224E-05,0.3645,0.8580453,0.3645,-0.2578164,0.3645,0.1208515,0.02803846,1.040665E-05,0.3645,0.9506981,0.3645,0.1127947,0.3645,0.2900435
0.02855769,-1.225299E-05,0.37125,0.8580453,0.37125,-0.2497597,0.37125,0.1168231,0.02855769,1.05745E-05,0.37125,0.9506981,0.37125,0.1087663,0.37125,0.2900435
0.02907692,-1.225299E-05,0.378,0.866102,0.378,-0.2457313,0.378,0.1087663,0.02907692,8.728161E-06,0.378,0.9547265,0.378,0.1007095,0.378,0.2900435
0.02959615,-1.275654E-05,0.38475,0.866102,0.38475,-0.2457313,0.38475,0.1087663,0.02959615,8.224613E-06,0.38475,0.9587549,0.38475,0.1087663,0.38475,0.2940719
0.03011538,-1.15816E-05,0.3915,0.8620737,0.3915,-0.2457313,0.3915,0.1087663,0.03011538,8.224613E-06,0.3915,0.9547265,0.3915,0.1047379,0.3915,0.2860151
0.03063462,-1.02388E-05,0.39825,0.8620737,0.39825,-0.2457313,0.39825,0.1087663,0.03063462,7.049668E-06,0.39825,0.9587549,0.39825,0.1168231,0.39825,0.2900435
0.03115385,-9.903106E-06,0.405,0.866102,0.405,-0.2497597,0.405,0.1127947,0.03115385,7.049668E-06,0.405,0.9587549,0.405,0.1127947,0.405,0.2860151
0.03167308,-1.141375E-05,0.41175,0.8540169,0.41175,-0.2497597,0.41175,0.1087663,0.03167308,7.217517E-06,0.41175,0.9547265,0.41175,0.1127947,0.41175,0.2940719
0.03219231,-1.15816E-05,0.4185,0.8620737,0.4185,-0.2497597,0.4185,0.1127947,0.03219231,7.721065E-06,0.4185,0.9506981,0.4185,0.1087663,0.4185,0.2860151
0.03271154,-1.208515E-05,0.42525,0.8580453,0.42525,-0.2497597,0.42525,0.1127947,0.03271154,9.903106E-06,0.42525,0.9547265,0.42525,0.1127947,0.42525,0.2900435
0.03323077,-1.174945E-05,0.432,0.8580453,0.432,-0.2497597,0.432,0.1168231,0.03323077,1.05745E-05,0.432,0.9466697,0.432,0.1127947,0.432,0.2819867
0.03375,-1.09102E-05,0.43875,0.8540169,0.43875,-0.2497597,0.43875,0.1127947,0.03375,1.040665E-05,0.43875,0.9466697,0.43875,0.1087663,0.43875,0.2860151
0.03426923,-1.15816E-05,0.4455,0.8580453,0.4455,-0.2537881,0.4455,0.1168231,0.03426923,1.040665E-05,0.4455,0.9466697,0.4455,0.1087663,0.4455,0.2860151
0.03478846,-1.242084E-05,0.45225,0.8540169,0.45225,-0.2497597,0.45225,0.1208515,0.03478846,1.12459E-05,0.45225,0.9506981,0.45225,0.1087663,0.45225,0.2819867
0.03530769,-1.258869E-05,0.459,0.8580453,0.459,-0.2497597,0.459,0.1168231,0.03530769,1.05745E-05,0.459,0.9506981,0.459,0.1087663,0.459,0.2779583
0.03582693,-1.040665E-05,0.46575,0.8580453,0.46575,-0.2497597,0.46575,0.1087663,0.03582693,8.728161E-06,0.46575,0.9547265,0.46575,0.1047379,0.46575,0.2779583
0.03634615,-1.02388E-05,0.4725,0.866102,0.4725,-0.2497597,0.4725,0.1248798,0.03634615,8.89601E-06,0.4725,0.9506981,0.4725,0.1047379,0.4725,0.2819867
0.03686538,-1.040665E-05,0.47925,0.866102,0.47925,-0.2578164,0.47925,0.1168231,0.03686538,8.728161E-06,0.47925,0.9506981,0.47925,0.1047379,0.47925,0.2860151
0.03738461,-1.12459E-05,0.486,0.8580453,0.486,-0.2497597,0.486,0.1127947,0.03738461,7.888914E-06,0.486,0.9506981,0.486,0.1087663,0.486,0.2819867
0.03790385,-1.19173E-05,0.49275,0.866102,0.49275,-0.2497597,0.49275,0.1087663,0.03790385,6.54612E-06,0.49275,0.9547265,0.49275,0.1087663,0.49275,0.2900435
0.03842308,-1.05745E-05,0.4995,0.866102,0.4995,-0.2497597,0.4995,0.1087663,0.03842308,7.888914E-06,0.4995,0.9547265,0.4995,0.1087663,0.4995,0.2900435
0.03894231,-9.231708E-06,0.50625,0.8620737,0.50625,-0.2457313,0.50625,0.1127947,0.03894231,1.02388E-05,0.50625,0.9547265,0.50625,0.1087663,0.50625,0.3021286
0.03946154,-1.074235E-05,0.513,0.8580453,0.513,-0.2537881,0.513,0.1047379,0.03946154,9.231708E-06,0.513,0.9587549,0.513,0.1168231,0.513,0.2981002
0.03998077,-1.242084E-05,0.51975,0.866102,0.51975,-0.2497597,0.51975,0.1087663,0.03998077,8.560311E-06,0.51975,0.9587549,0.51975,0.1248798,0.51975,0.2900435
0.0405,-1.292439E-05,0.5265,0.866102,0.5265,-0.2497597,0.5265,0.1047379,0.0405,9.231708E-06,0.5265,0.9506981,0.5265,0.1248798,0.5265,0.2900435
0.04101923,-1.12459E-05,0.53325,0.8620737,0.53325,-0.2417029,0.53325,0.1007095,0.04101923,8.728161E-06,0.53325,0.9547265,0.53325,0.1248798,0.53325,0.2981002
0.04153846,-8.560311E-06,0.54,0.8580453,0.54,-0.2417029,0.54,0.1007095,0.04153846,8.392462E-06,0.54,0.9506981,0.54,0.1208515,0.54,0.3021286
0.04205769,-9.231708E-06,0.54675,0.866102,0.54675,-0.2457313,0.54675,0.09668116,0.04205769,9.231708E-06,0.54675,0.9587549,0.54675,0.1168231,0.54675,0.2981002
0.04257692,-1.225299E-05,0.5535,0.8580453,0.5535,-0.2376745,0.5535,0.1007095,0.04257692,1.02388E-05,0.5535,0.9506981,0.5535,0.1168231,0.5535,0.3021286
0.04309615,-1.393149E-05,0.56025,0.8580453,0.56025,-0.2457313,0.56025,0.1007095,0.04309615,1.05745E-05,0.56025,0.9547265,0.56025,0.1168231,0.56025,0.306157
0.04361539,-1.393149E-05,0.567,0.8580453,0.567,-0.2457313,0.567,0.09668116,0.04361539,9.903106E-06,0.567,0.9547265,0.567,0.1248798,0.567,0.2981002
0.04413462,-1.19173E-05,0.57375,0.8620737,0.57375,-0.2457313,0.57375,0.09668116,0.04413462,7.217517E-06,0.57375,0.9587549,0.57375,0.1208515,0.57375,0.2900435
0.04465385,-1.12459E-05,0.5805,0.8540169,0.5805,-0.2497597,0.5805,0.1047379,0.04465385,5.035477E-06,0.5805,0.9627832,0.5805,0.1168231,0.5805,0.2981002
0.04517308,-1.208515E-05,0.58725,0.8620737,0.58725,-0.2497597,0.58725,0.1087663,0.04517308,5.539025E-06,0.58725,0.9587549,0.58725,0.1127947,0.58725,0.2940719
0.04569231,-1.208515E-05,0.594,0.8701304,0.594,-0.2497597,0.594,0.1127947,0.04569231,6.378271E-06,0.594,0.9506981,0.594,0.1208515,0.594,0.2860151
0.04621154,-1.02388E-05,0.60075,0.866102,0.60075,-0.2537881,0.60075,0.1127947,0.04621154,5.874724E-06,0.60075,0.9547265,0.60075,0.1168231,0.60075,0.2860151
0.04673077,-1.107805E-05,0.6075,0.8580453,0.6075,-0.2417029,0.6075,0.1168231,0.04673077,7.217517E-06,0.6075,0.9506981,0.6075,0.1208515,0.6075,0.2860151
0.04725,-1.359579E-05,0.61425,0.8620737,0.61425,-0.2417029,0.61425,0.1087663,0.04725,9.903106E-06,0.61425,0.9547265,0.61425,0.1168231,0.61425,0.2900435
0.04776923,-1.359579E-05,0.621,0.8580453,0.621,-0.2457313,0.621,0.1127947,0.04776923,1.174945E-05,0.621,0.9506981,0.621,0.1127947,0.621,0.2819867
0.04828846,-1.225299E-05,0.62775,0.8580453,0.62775,-0.2457313,0.62775,0.1127947,0.04828846,1.242084E-05,0.62775,0.9506981,0.62775,0.1208515,0.62775,0.2860151
0.04880769,-1.225299E-05,0.6345,0.8580453,0.6345,-0.2497597,0.6345,0.1047379,0.04880769,1.05745E-05,0.6345,0.9466697,0.6345,0.1127947,0.6345,0.2819867
0.04932692,-1.292439E-05,0.64125,0.8620737,0.64125,-0.2497597,0.64125,0.1087663,0.04932692,1.02388E-05,0.64125,0.9587549,0.64125,0.1127947,0.64125,0.2900435
0.04984615,-1.292439E-05,0.648,0.866102,0.648,-0.2457313,0.648,0.1127947,0.04984615,9.735257E-06,0.648,0.9587549,0.648,0.1127947,0.648,0.2981002
0.05036538,-1.225299E-05,0.65475,0.866102,0.65475,-0.2497597,0.65475,0.1087663,0.05036538,9.567407E-06,0.65475,0.9547265,0.65475,0.1127947,0.65475,0.2900435
0.05088462,-1.15816E-05,0.6615,0.8620737,0.6615,-0.2457313,0.6615,0.1127947,0.05088462,9.567407E-06,0.6615,0.9587549,0.6615,0.1127947,0.6615,0.2900435
0.05140385,-1.225299E-05,0.66825,0.8580453,0.66825,-0.2497597,0.66825,0.1127947,0.05140385,8.392462E-06,0.66825,0.9587549,0.66825,0.1047379,0.66825,0.2900435
0.05192308,-1.292439E-05,0.675,0.8580453,0.675,-0.2417029,0.675,0.1127947,0.05192308,8.392462E-06,0.675,0.9506981,0.675,0.1127947,0.675,0.2860151
0.05244231,-1.292439E-05,0.68175,0.8580453,0.68175,-0.2457313,0.68175,0.1127947,0.05244231,8.224613E-06,0.68175,0.9547265,0.68175,0.1047379,0.68175,0.2819867
0.05296154,-1.393149E-05,0.6885,0.8580453,0.6885,-0.2497597,0.6885,0.1127947,0.05296154,7.888914E-06,0.6885,0.9506981,0.6885,0.1087663,0.6885,0.2900435
0.05348077,-1.393149E-05,0.69525,0.8620737,0.69525,-0.2497597,0.69525,0.1168231,0.05348077,6.378271E-06,0.69525,0.9506981,0.69525,0.1047379,0.69525,0.2819867
0.054,-1.460288E-05,0.702,0.8540169,0.702,-0.2497597,0.702,0.1168231,0.054,6.54612E-06,0.702,0.9466697,0.702,0.1007095,0.702,0.2860151
0.05451923,-1.326009E-05,0.70875,0.8540169,0.70875,-0.2457313,0.70875,0.1127947,0.05451923,7.888914E-06,0.70875,0.9506981,0.70875,0.1007095,0.70875,0.2860151
0.05503846,-1.09102E-05,0.7155,0.8620737,0.7155,-0.2497597,0.7155,0.1127947,0.05503846,9.231708E-06,0.7155,0.9506981,0.7155,0.1047379,0.7155,0.2900435
0.05555769,-1.02388E-05,0.72225,0.8580453,0.72225,-0.2497597,0.72225,0.1168231,0.05555769,1.12459E-05,0.72225,0.9587549,0.72225,0.1047379,0.72225,0.2860151
0.05607693,-1.05745E-05,0.729,0.8701304,0.729,-0.2417029,0.729,0.1208515,0.05607693,1.225299E-05,0.729,0.9506981,0.729,0.1007095,0.729,0.2819867
0.05659616,-9.903106E-06,0.73575,0.866102,0.73575,-0.2457313,0.73575,0.1127947,0.05659616,1.05745E-05,0.73575,0.9506981,0.73575,0.1087663,0.73575,0.2900435
0.05711538,-1.09102E-05,0.7425,0.8580453,0.7425,-0.2376745,0.7425,0.1127947,0.05711538,7.888914E-06,0.7425,0.9547265,0.7425,0.1007095,0.7425,0.2940719
0.05763461,-1.15816E-05,0.74925,0.866102,0.74925,-0.2417029,0.74925,0.1087663,0.05763461,6.881819E-06,0.74925,0.9506981,0.74925,0.1007095,0.74925,0.3021286
0.05815385,-1.05745E-05,0.756,0.8620737,0.756,-0.2457313,0.756,0.1127947,0.05815385,7.553216E-06,0.756,0.9506981,0.756,0.1047379,0.756,0.2900435
0.05867308,-9.735257E-06,0.76275,0.8540169,0.76275,-0.2417029,0.76275,0.1047379,0.05867308,7.721065E-06,0.76275,0.9587549,0.76275,0.1047379,0.76275,0.3021286
0.05919231,-9.567407E-06,0.7695,0.8620737,0.7695,-0.2457313,0.7695,0.1087663,0.05919231,8.224613E-06,0.7695,0.9547265,0.7695,0.1087663,0.7695,0.2981002
0.05971154,-8.560311E-06,0.77625,0.8580453,0.77625,-0.2417029,0.77625,0.1087663,0.05971154,9.231708E-06,0.77625,0.9506981,0.77625,0.1127947,0.77625,0.2940719
0.06023077,-9.903106E-06,0.783,0.8620737,0.783,-0.2417029,0.783,0.1127947,0.06023077,9.399557E-06,0.783,0.9547265,0.783,0.1047379,0.783,0.2940719
0.06075,-1.15816E-05,0.78975,0.8620737,0.78975,-0.2417029,0.78975,0.1087663,0.06075,9.231708E-06,0.78975,0.9466697,0.78975,0.1208515,0.78975,0.2860151
0.06126923,-1.09102E-05,0.7965,0.8701304,0.7965,-0.2457313,0.7965,0.1087663,0.06126923,9.567407E-06,0.7965,0.9506981,0.7965,0.1168231,0.7965,0.2819867
0.06178846,-9.903106E-06,0.80325,0.8620737,0.80325,-0.2417029,0.80325,0.1047379,0.06178846,9.231708E-06,0.80325,0.9547265,0.80325,0.1208515,0.80325,0.2900435
0.06230769,-1.007095E-05,0.81,0.8620737,0.81,-0.2417029,0.81,0.1087663,0.06230769,9.231708E-06,0.81,0.9547265,0.81,0.1208515,0.81,0.2860151
0.06282692,-1.141375E-05,0.81675,0.8499885,0.81675,-0.2497597,0.81675,0.1087663,0.06282692,8.560311E-06,0.81675,0.9506981,0.81675,0.1127947,0.81675,0.2900435
0.06334615,-1.225299E-05,0.8235,0.8580453,0.8235,-0.2457313,0.8235,0.1047379,0.06334615,5.874724E-06,0.8235,0.9547265,0.8235,0.1127947,0.8235,0.2940719
0.06386539,-1.174945E-05,0.83025,0.8620737,0.83025,-0.2376745,0.83025,0.1087663,0.06386539,5.706875E-06,0.83025,0.9627832,0.83025,0.1168231,0.83025,0.2940719
0.06438462,-1.258869E-05,0.837,0.8701304,0.837,-0.2417029,0.837,0.1047379,0.06438462,7.217517E-06,0.837,0.9506981,0.837,0.1087663,0.837,0.2981002
0.06490385,-1.326009E-05,0.84375,0.866102,0.84375,-0.2537881,0.84375,0.1087663,0.06490385,8.224613E-06,0.84375,0.9506981,0.84375,0.1168231,0.84375,0.2940719
0.06542308,-1.242084E-05,0.8505,0.8540169,0.8505,-0.2457313,0.8505,0.1168231,0.06542308,8.224613E-06,0.8505,0.9547265,0.8505,0.1087663,0.8505,0.2819867
0.06594231,-9.735257E-06,0.85725,0.8620737,0.85725,-0.2457313,0.85725,0.1087663,0.06594231,9.231708E-06,0.85725,0.9506981,0.85725,0.1087663,0.85725,0.2860151
0.06646154,-9.231708E-06,0.864,0.8620737,0.864,-0.2537881,0.864,0.1087663,0.06646154,9.063859E-06,0.864,0.9466697,0.864,0.1127947,0.864,0.2819867
0.06698077,-1.02388E-05,0.87075,0.8580453,0.87075,-0.2457313,0.87075,0.1047379,0.06698077,1.007095E-05,0.87075,0.9466697,0.87075,0.1168231,0.87075,0.2900435
0.0675,-1.242084E-05,0.8775,0.8620737,0.8775,-0.2537881,0.8775,0.1087663,0.0675,1.05745E-05,0.8775,0.9587549,0.8775,0.1087663,0.8775,0.2900435
0.06801923,-1.393149E-05,0.88425,0.8620737,0.88425,-0.2417029,0.88425,0.1127947,0.06801923,9.231708E-06,0.88425,0.9506981,0.88425,0.1127947,0.88425,0.2860151
0.06853846,-1.393149E-05,0.891,0.8540169,0.891,-0.2537881,0.891,0.1127947,0.06853846,8.560311E-06,0.891,0.9506981,0.891,0.1127947,0.891,0.2900435
0.0690577,-1.393149E-05,0.89775,0.8540169,0.89775,-0.2497597,0.89775,0.1127947,0.0690577,9.903106E-06,0.89775,0.9506981,0.89775,0.1168231,0.89775,0.2860151
0.06957693,-1.359579E-05,0.9045,0.8620737,0.9045,-0.2497597,0.9045,0.1087663,0.06957693,1.12459E-05,0.9045,0.9587549,0.9045,0.1127947,0.9045,0.2860151
0.07009616,-1.225299E-05,0.91125,0.8580453,0.91125,-0.2457313,0.91125,0.1007095,0.07009616,1.12459E-05,0.91125,0.9506981,0.91125,0.1127947,0.91125,0.2860151
0.07061539,-1.05745E-05,0.918,0.8580453,0.918,-0.2497597,0.918,0.1007095,0.07061539,1.208515E-05,0.918,0.9587549,0.918,0.1168231,0.918,0.2981002
0.07113462,-9.567407E-06,0.92475,0.8620737,0.92475,-0.2457313,0.92475,0.1007095,0.07113462,1.225299E-05,0.92475,0.9547265,0.92475,0.1087663,0.92475,0.2860151
0.07165385,-1.02388E-05,0.9315,0.8580453,0.9315,-0.2457313,0.9315,0.1087663,0.07165385,1.05745E-05,0.9315,0.9587549,0.9315,0.1127947,0.9315,0.2940719
0.07217308,-1.225299E-05,0.93825,0.8580453,0.93825,-0.2497597,0.93825,0.1047379,0.07217308,8.560311E-06,0.93825,0.9587549,0.93825,0.1127947,0.93825,0.2860151
0.0726923,-1.242084E-05,0.945,0.8701304,0.945,-0.2497597,0.945,0.1168231,0.0726923,7.553216E-06,0.945,0.9506981,0.945,0.1127947,0.945,0.2900435
0.07321154,-1.05745E-05,0.95175,0.8620737,0.95175,-0.2457313,0.95175,0.1047379,0.07321154,7.721065E-06,0.95175,0.9506981,0.95175,0.1127947,0.95175,0.2860151
0.07373077,-9.567407E-06,0.9585,0.8540169,0.9585,-0.2417029,0.9585,0.1168231,0.07373077,7.888914E-06,0.9585,0.9506981,0.9585,0.1127947,0.9585,0.2940719
0.07425,-9.567407E-06,0.96525,0.8620737,0.96525,-0.2417029,0.96525,0.1127947,0.07425,7.888914E-06,0.96525,0.9506981,0.96525,0.1127947,0.96525,0.2900435
0.07476923,-8.224613E-06,0.972,0.8540169,0.972,-0.2417029,0.972,0.1087663,0.07476923,8.224613E-06,0.972,0.9466697,0.972,0.1087663,0.972,0.2860151
0.07528846,-7.721065E-06,0.97875,0.8580453,0.97875,-0.2457313,0.97875,0.1087663,0.07528846,9.063859E-06,0.97875,0.9466697,0.97875,0.1047379,0.97875,0.2981002
0.07580769,-8.89601E-06,0.9855,0.8620737,0.9855,-0.2497597,0.9855,0.1087663,0.07580769,1.12459E-05,0.9855,0.9466697,0.9855,0.1087663,0.9855,0.2981002
0.07632692,-9.063859E-06,0.99225,0.8620737,0.99225,-0.2457313,0.99225,0.1127947,0.07632692,1.040665E-05,0.99225,0.9547265,0.99225,0.1047379,0.99225,0.2900435
0.07684615,-8.89601E-06,0.999,0.8620737,0.999,-0.2497597,0.999,0.1168231,0.07684615,7.217517E-06,0.999,0.9506981,0.999,0.1007095,0.999,0.2900435
0.07736538,-1.05745E-05,1.00575,0.8580453,1.00575,-0.2417029,1.00575,0.1087663,0.07736538,6.54612E-06,1.00575,0.9587549,1.00575,0.1047379,1.00575,0.2940719
