X[s],"R BICEPS FEMORIS: EMG 6->filter (FilterSlidingRMS39)"
0.1536923,0
0.1542115,0
0.1547308,0
0.15525,0
0.1557692,0
0.1562885,0
0.1568077,0
0.1573269,0
0.1578462,0
0.1583654,0
0.1588846,0
0.1594038,0
0.1599231,0
0.1604423,0
0.1609615,0
0.1614808,0
0.162,0
0.1625192,0
0.1630385,0
0.1635577,0
0.1640769,0
0.1645962,0
0.1651154,0
0.1656346,0
0.1661538,0
0.1666731,0
0.1671923,0
0.1677115,0
0.1682308,0
0.16875,0
0.1692692,0
0.1697885,0
0.1703077,0
0.1708269,0
0.1713462,0
0.1718654,0
0.1723846,0
0.1729039,0
0.1734231,0
0.1739423,0
0.1744615,0
0.1749808,0
0.1755,0
0.1760192,0
0.1765385,0
0.1770577,0
0.1775769,0
0.1780962,0
0.1786154,0
0.1791346,0
0.1796539,0
0.1801731,0
0.1806923,0
0.1812115,0
0.1817308,0
0.18225,0
0.1827692,0
0.1832885,0
0.1838077,0
0.1843269,0
0.1848462,0
0.1853654,0
0.1858846,0
0.1864039,0
0.1869231,0
0.1874423,0
0.1879615,0
0.1884808,0
0.189,0
0.1895192,0
0.1900385,0
0.1905577,0
0.1910769,0
0.1915962,0
0.1921154,0
0.1926346,0
0.1931538,0
0.1936731,0
0.1941923,0
0.1947115,0
0.1952308,0
0.19575,0
0.1962692,0
0.1967885,0
0.1973077,0
0.1978269,0
0.1983462,0
0.1988654,0
0.1993846,0
0.1999038,0
0.2004231,0
0.2009423,0
0.2014615,0
0.2019808,0
0.2025,0
0.2030192,0
0.2035385,0
0.2040577,0
0.2045769,0
0.2050962,0
0.2056154,0
0.2061346,0
0.2066538,0
0.2071731,0
0.2076923,0
0.2082115,0
0.2087308,0
0.20925,0
0.2097692,0
0.2102885,0
0.2108077,0
0.2113269,0
0.2118462,0
0.2123654,0
0.2128846,0
0.2134039,0
0.2139231,0
0.2144423,0
0.2149615,0
0.2154808,0
0.216,0
0.2165192,0
0.2170385,0
0.2175577,0
0.2180769,0
0.2185962,0
0.2191154,0
0.2196346,0
0.2201539,0
0.2206731,0
0.2211923,0
0.2217115,0
0.2222308,0
0.22275,0
0.2232692,0
0.2237885,0
0.2243077,0
0.2248269,0
0.2253462,0
0.2258654,0
0.2263846,0
0.2269039,0
0.2274231,0
0.2279423,0
0.2284615,0
0.2289808,0
0.2295,0
0.2300192,0
0.2305385,0
0.2310577,0
0.2315769,0
0.2320962,0
0.2326154,0
0.2331346,0
0.2336538,0
0.2341731,0
0.2346923,0
0.2352115,0
0.2357308,0
0.23625,0
0.2367692,0
0.2372885,0
0.2378077,0
0.2383269,0
0.2388462,0
0.2393654,0
0.2398846,0
0.2404038,0
0.2409231,0
0.2414423,0
0.2419615,0
0.2424808,0
0.243,0
0.2435192,0
0.2440385,0
0.2445577,0
0.2450769,0
0.2455962,0
0.2461154,0
0.2466346,0
0.2471538,0
0.2476731,0
0.2481923,0
0.2487115,0
0.2492308,0
0.24975,3.607588E-06
0.2502692,3.609933E-06
0.2507885,3.616749E-06
0.2513077,3.627818E-06
0.2518269,3.643413E-06
0.2523462,3.651129E-06
0.2528654,3.651523E-06
0.2533846,3.651651E-06
0.2539038,3.653455E-06
0.2544231,3.658069E-06
0.2549423,3.665755E-06
0.2554615,3.671574E-06
0.2559808,3.674453E-06
0.2565,3.678667E-06
0.2570192,3.684466E-06
0.2575385,3.693643E-06
0.2580577,3.700305E-06
0.2585769,3.703793E-06
0.2590961,3.707619E-06
0.2596154,3.710469E-06
0.2601346,3.713948E-06
0.2606539,3.722525E-06
0.2611731,3.73215E-06
0.2616923,3.737451E-06
0.2622115,3.740279E-06
0.2627308,3.743104E-06
0.26325,3.744864E-06
0.2637692,3.746624E-06
0.2642885,3.749444E-06
0.2648077,3.751201E-06
0.2653269,3.751982E-06
0.2658462,3.752364E-06
0.2663654,3.753683E-06
0.2668846,3.757458E-06
0.2674038,3.764007E-06
0.2679231,3.774643E-06
0.2684423,3.78583E-06
0.2689615,3.791465E-06
0.2694808,3.791844E-06
0.27,3.791851E-06
0.2705192,3.791859E-06
0.2710385,3.792137E-06
0.2715577,3.793072E-06
0.2720769,3.795858E-06
0.2725962,3.799259E-06
0.2731154,3.800561E-06
0.2736346,3.80063E-06
0.2741539,3.8007E-06
0.2746731,3.803781E-06
0.2751923,3.809812E-06
0.2757115,3.817192E-06
0.2762308,3.824558E-06
0.27675,3.8334E-06
0.2772692,3.83621E-06
0.2777885,3.837493E-06
0.2783077,3.834744E-06
0.2788269,3.831077E-06
0.2793462,3.829731E-06
0.2798654,3.829356E-06
0.2803846,3.830786E-06
0.2809038,3.831887E-06
0.2814231,3.831497E-06
0.2819423,3.831306E-06
0.2824616,3.832345E-06
0.2829808,3.83411E-06
0.2835,3.836592E-06
0.2840192,3.842154E-06
0.2845385,3.852202E-06
0.2850577,3.860745E-06
0.2855769,3.870495E-06
0.2860962,3.878863E-06
0.2866154,3.881602E-06
0.2871346,3.881059E-06
0.2876539,3.880176E-06
0.2881731,3.880719E-06
0.2886923,3.881511E-06
0.2892115,3.8797E-06
0.2897308,3.877042E-06
0.29025,3.874345E-06
0.2907692,3.871804E-06
0.2912885,3.871017E-06
0.2918077,3.871502E-06
0.2923269,3.873135E-06
0.2928461,3.874163E-06
0.2933654,3.87284E-06
0.2938846,3.871691E-06
0.2944039,3.872016E-06
0.2949231,3.868081E-06
0.2954423,3.855705E-06
0.2959615,3.847189E-06
0.2964808,3.84938E-06
0.297,3.852232E-06
0.2975192,3.853122E-06
0.2980385,3.852886E-06
0.2985577,3.852886E-06
0.2990769,3.853555E-06
0.2995962,3.852278E-06
0.3001154,3.848323E-06
0.3006346,3.844668E-06
0.3011538,3.84498E-06
0.3016731,3.847173E-06
0.3021923,3.849996E-06
0.3027115,3.852278E-06
0.3032308,3.852886E-06
0.30375,3.855621E-06
0.3042692,3.860176E-06
0.3047885,3.860176E-06
0.3053077,3.856229E-06
0.3058269,3.851966E-06
0.3063461,3.853486E-06
0.3068654,3.855006E-06
0.3073846,3.850141E-06
0.3079039,3.840949E-06
0.3084231,3.836188E-06
0.3089423,3.831666E-06
0.3094615,3.829892E-06
0.3099808,3.825302E-06
0.3105,3.818167E-06
0.3110192,3.813862E-06
0.3115385,3.813862E-06
0.3120577,3.814192E-06
0.3125769,3.808575E-06
0.3130962,3.798974E-06
0.3136154,3.79342E-06
0.3141346,3.791752E-06
0.3146538,3.78689E-06
0.3151731,3.777048E-06
0.3156923,3.769908E-06
0.3162116,3.769224E-06
0.3167308,3.767359E-06
0.31725,3.761446E-06
0.3177692,3.75646E-06
0.3182885,3.754589E-06
0.3188077,3.750936E-06
0.3193269,3.745271E-06
0.3198462,3.740671E-06
0.3203654,3.742299E-06
0.3208846,3.745553E-06
0.3214039,3.750804E-06
0.3219231,3.761991E-06
0.3224423,3.771485E-06
0.3229615,3.777195E-06
0.3234808,3.77794E-06
0.324,3.778374E-06
0.3245192,3.781279E-06
0.3250385,3.786086E-06
0.3255577,3.792516E-06
0.3260769,3.797208E-06
0.3265962,3.798558E-06
0.3271154,3.798558E-06
0.3276346,3.796707E-06
0.3281538,3.790037E-06
0.3286731,3.781659E-06
0.3291923,3.774962E-06
0.3297116,3.77049E-06
0.3302308,3.767693E-06
0.33075,3.762902E-06
0.3312692,3.756538E-06
0.3317885,3.753418E-06
0.3323077,3.754378E-06
0.3328269,3.7566E-06
0.3333462,3.765921E-06
0.3338654,3.774675E-06
0.3343846,3.777901E-06
0.3349038,3.77635E-06
0.3354231,3.77157E-06
0.3359423,3.76662E-06
0.3364615,3.764816E-06
0.3369808,3.763532E-06
0.3375,3.759484E-06
0.3380192,3.751928E-06
0.3385385,3.747241E-06
0.3390577,3.744896E-06
0.3395769,3.745396E-06
0.3400961,3.745084E-06
0.3406154,3.739582E-06
0.3411346,3.733375E-06
0.3416539,3.730903E-06
0.3421731,3.731719E-06
0.3426923,3.734222E-06
0.3432115,3.735814E-06
0.3437308,3.733484E-06
0.34425,3.728398E-06
0.3447692,3.726889E-06
0.3452885,3.726229E-06
0.3458077,3.721133E-06
0.3463269,3.717479E-06
0.3468462,3.716415E-06
0.3473654,3.718306E-06
0.3478846,3.719629E-06
0.3484038,3.716439E-06
0.3489231,3.71528E-06
0.3494423,3.727392E-06
0.3499615,3.740193E-06
0.3504808,3.742823E-06
0.351,3.745638E-06
0.3515192,3.752388E-06
0.3520385,3.760184E-06
0.3525577,3.768058E-06
0.3530769,3.778404E-06
0.3535962,3.790106E-06
0.3541154,3.79949E-06
0.3546346,3.803373E-06
0.3551539,3.804913E-06
0.3556731,3.810012E-06
0.3561923,3.813331E-06
0.3567115,3.815358E-06
0.3572308,3.819141E-06
0.35775,3.822513E-06
0.3582692,3.824168E-06
0.3587885,3.825699E-06
0.3593077,3.827291E-06
0.3598269,3.827069E-06
0.3603462,3.827895E-06
0.3608654,3.827965E-06
0.3613846,3.828025E-06
0.3619038,3.828025E-06
0.3624231,3.827131E-06
0.3629423,3.823088E-06
0.3634616,3.815788E-06
0.3639808,3.804474E-06
0.3645,3.800777E-06
0.3650192,3.801393E-06
0.3655385,3.798087E-06
0.3660577,3.793643E-06
0.3665769,3.791133E-06
0.3670962,3.790824E-06
0.3676154,3.792531E-06
0.3681346,3.794839E-06
0.3686539,3.798727E-06
0.3691731,3.80335E-06
0.3696923,3.809012E-06
0.3702115,3.814237E-06
0.3707308,3.816348E-06
0.37125,3.815857E-06
0.3717692,3.813331E-06
0.3722885,3.810634E-06
0.3728077,3.811065E-06
0.3733269,3.813561E-06
0.3738461,3.816755E-06
0.3743654,3.82062E-06
0.3748846,3.82944E-06
0.3754039,3.836714E-06
0.3759231,3.834461E-06
0.3764423,3.824918E-06
0.3769615,3.812025E-06
0.3774808,3.803511E-06
0.378,3.797099E-06
0.3785192,3.791982E-06
0.3790385,3.790685E-06
0.3795577,3.788088E-06
0.3800769,3.783818E-06
0.3805962,3.783818E-06
0.3811154,3.783593E-06
0.3816346,3.783818E-06
0.3821538,3.784499E-06
0.3826731,3.782827E-06
0.3831923,3.780411E-06
0.3837115,3.779225E-06
0.3842308,3.779225E-06
0.38475,3.778295E-06
0.3852692,3.772524E-06
0.3857885,3.768423E-06
0.3863077,3.767366E-06
0.3868269,3.771717E-06
0.3873461,3.777652E-06
0.3878654,3.780752E-06
0.3883846,3.785977E-06
0.3889039,3.790615E-06
0.3894231,3.794322E-06
0.3899423,3.798002E-06
0.3904615,3.800777E-06
0.3909808,3.800368E-06
0.3915,3.802102E-06
0.3920192,3.805182E-06
0.3925385,3.806967E-06
0.3930577,3.809158E-06
0.3935769,3.81244E-06
0.3940962,3.814345E-06
0.3946154,3.813423E-06
0.3951346,3.81383E-06
0.3956538,3.81512E-06
0.3961731,3.813461E-06
0.3966923,3.810826E-06
0.3972116,3.809289E-06
0.3977308,3.808097E-06
0.39825,3.807059E-06
0.3987692,3.807059E-06
0.3992885,3.810727E-06
0.3998077,3.813899E-06
0.4003269,3.813477E-06
0.4008462,3.81065E-06
0.4013654,3.80542E-06
0.4018846,3.799135E-06
0.4024039,3.794816E-06
0.4029231,3.79111E-06
0.4034423,3.78388E-06
0.4039615,3.775698E-06
0.4044808,3.778055E-06
0.405,3.780473E-06
0.4055192,3.784189E-06
0.4060385,3.789881E-06
0.4065577,3.795256E-06
0.4070769,3.798649E-06
0.4075962,3.800684E-06
0.4081154,3.803888E-06
0.4086346,3.80862E-06
0.4091538,3.810957E-06
0.4096731,3.813293E-06
0.4101923,3.816755E-06
0.4107116,3.816755E-06
0.4112308,3.816348E-06
0.41175,3.82095E-06
0.4122692,3.824382E-06
0.4127885,3.824382E-06
0.4133077,3.821601E-06
0.4138269,3.818534E-06
0.4143462,3.818534E-06
0.4148654,3.822337E-06
0.4153846,3.824359E-06
0.4159038,3.823892E-06
0.4164231,3.823892E-06
0.4169423,3.823892E-06
0.4174615,3.818066E-06
0.4179808,3.812409E-06
0.4185,3.81161E-06
0.4190192,3.80752E-06
0.4195385,3.797354E-06
0.4200577,3.79087E-06
0.4205769,3.790252E-06
0.4210961,3.788583E-06
0.4216154,3.783322E-06
0.4221346,3.777257E-06
0.4226539,3.770924E-06
0.4231731,3.767008E-06
0.4236923,3.764644E-06
0.4242115,3.763671E-06
0.4247308,3.764045E-06
0.42525,3.76245E-06
0.4257692,3.756194E-06
0.4262885,3.751076E-06
0.4268077,3.741108E-06
0.4273269,3.732715E-06
0.4278462,3.732715E-06
0.4283654,3.735789E-06
0.4288846,3.73767E-06
0.4294038,3.734848E-06
0.4299231,3.725049E-06
0.4304423,3.720447E-06
0.4309615,3.721392E-06
0.4314808,3.721329E-06
0.432,3.721385E-06
0.4325192,3.720944E-06
0.4330385,3.719456E-06
0.4335577,3.71677E-06
0.4340769,3.714287E-06
0.4345962,3.712584E-06
0.4351154,3.711258E-06
0.4356346,3.709325E-06
0.4361539,3.707429E-06
0.4366731,3.706481E-06
0.4371923,3.706039E-06
0.4377115,3.706789E-06
0.4382308,3.706149E-06
0.43875,3.701721E-06
0.4392692,3.702924E-06
0.4397885,3.711771E-06
0.4403077,3.721227E-06
0.4408269,3.727832E-06
0.4413462,3.731264E-06
0.4418654,3.732802E-06
0.4423846,3.736527E-06
0.4429038,3.742228E-06
0.4434231,3.747546E-06
0.4439423,3.750733E-06
0.4444616,3.750983E-06
0.4449808,3.75021E-06
0.4455,3.748835E-06
0.4460192,3.747359E-06
0.4465385,3.746819E-06
0.4470577,3.747452E-06
0.4475769,3.745975E-06
0.4480962,3.742721E-06
0.4486154,3.744786E-06
0.4491346,3.751795E-06
0.4496539,3.763641E-06
0.4501731,3.769201E-06
0.4506923,3.770576E-06
0.4512115,3.774302E-06
0.4517308,3.777839E-06
0.45225,3.779505E-06
0.4527692,3.783509E-06
0.4532885,3.796491E-06
0.4538077,3.813002E-06
0.4543269,3.821081E-06
0.4548462,3.824942E-06
0.4553654,3.828615E-06
0.4558846,3.831673E-06
0.4564039,3.834241E-06
0.4569231,3.832751E-06
0.4574423,3.829472E-06
0.4579615,3.828592E-06
0.4584808,3.828041E-06
0.459,3.827307E-06
0.4595192,3.826021E-06
0.4600385,3.824298E-06
0.4605577,3.821908E-06
0.4610769,3.819724E-06
0.4615962,3.823402E-06
0.4621154,3.831666E-06
0.4626346,3.835738E-06
0.4631538,3.83818E-06
0.4636731,3.845194E-06
0.4641923,3.851799E-06
0.4647115,3.857231E-06
0.4652308,3.856783E-06
0.46575,3.849122E-06
0.4662692,3.839798E-06
0.4667885,3.832163E-06
0.4673077,3.833935E-06
0.4678269,3.842199E-06
0.4683461,3.847318E-06
0.4688654,3.843357E-06
0.4693846,3.831452E-06
0.4699039,3.820797E-06
0.4704231,3.813677E-06
0.4709423,3.810727E-06
0.4714615,3.805398E-06
0.4719808,3.793103E-06
0.4725,3.785869E-06
0.4730192,3.786588E-06
0.4735385,3.792238E-06
0.4740577,3.796869E-06
0.4745769,3.800546E-06
0.4750962,3.80482E-06
0.4756154,3.80669E-06
0.4761346,3.805582E-06
0.4766538,3.8008E-06
0.4771731,3.799444E-06
0.4776923,3.801848E-06
0.4782116,3.803997E-06
0.4787308,3.803997E-06
0.47925,3.802703E-06
0.4797692,3.798635E-06
0.4802885,3.792037E-06
0.4808077,3.788947E-06
0.4813269,3.788947E-06
0.4818462,3.787439E-06
0.4823654,3.780938E-06
0.4828846,3.775892E-06
0.4834039,3.771958E-06
0.4839231,3.761945E-06
0.4844423,3.750116E-06
0.4849615,3.743613E-06
0.4854808,3.73948E-06
0.486,3.733767E-06
0.4865192,3.725286E-06
0.4870385,3.716715E-06
0.4875577,3.704742E-06
0.4880769,3.688827E-06
0.4885962,3.683019E-06
0.4891154,3.684545E-06
0.4896346,3.685117E-06
0.4901538,3.681301E-06
0.4906731,3.674995E-06
0.4911923,3.672125E-06
0.4917116,3.676588E-06
0.4922308,3.685141E-06
0.49275,3.691644E-06
0.4932692,3.693357E-06
0.4937885,3.695767E-06
0.4943077,3.702354E-06
0.4948269,3.71196E-06
0.4953462,3.718747E-06
0.4958654,3.719503E-06
0.4963846,3.722203E-06
0.4969039,3.730125E-06
0.4974231,3.744606E-06
0.4979423,3.757723E-06
0.4984615,3.76955E-06
0.4989808,3.78014E-06
0.4995,3.791713E-06
0.5000193,3.801217E-06
0.5005385,3.803643E-06
0.5010577,3.805421E-06
0.5015769,3.800492E-06
0.5020962,3.800492E-06
0.5026154,3.804928E-06
0.5031346,3.808198E-06
0.5036538,3.810535E-06
0.5041731,3.811711E-06
0.5046923,3.807713E-06
0.5052115,3.803404E-06
0.5057307,3.801556E-06
0.50625,3.798411E-06
0.5067692,3.795017E-06
0.5072885,3.79172E-06
0.5078077,3.792176E-06
0.5083269,3.793597E-06
0.5088462,3.794685E-06
0.5093654,3.795981E-06
0.5098846,3.795981E-06
0.5104039,3.790979E-06
0.5109231,3.784298E-06
0.5114423,3.78186E-06
0.5119615,3.784708E-06
0.5124808,3.786008E-06
0.513,3.786008E-06
0.5135192,3.785382E-06
0.5140384,3.784105E-06
0.5145577,3.785776E-06
0.5150769,3.792431E-06
0.5155962,3.799467E-06
0.5161154,3.804643E-06
0.5166346,3.80499E-06
0.5171539,3.80191E-06
0.5176731,3.796976E-06
0.5181923,3.789912E-06
0.5187116,3.787068E-06
0.5192308,3.790778E-06
0.51975,3.796822E-06
0.5202692,3.802857E-06
0.5207885,3.80739E-06
0.5213077,3.813846E-06
0.5218269,3.821579E-06
0.5223461,3.822253E-06
0.5228654,3.821579E-06
0.5233846,3.824888E-06
0.5239038,3.83217E-06
0.5244231,3.831872E-06
0.5249423,3.828638E-06
0.5254616,3.82772E-06
0.5259808,3.825944E-06
0.5265,3.821878E-06
0.5270193,3.821081E-06
0.5275385,3.821081E-06
0.5280577,3.822552E-06
0.5285769,3.825899E-06
0.5290962,3.8311E-06
0.5296154,3.838439E-06
0.5301346,3.842504E-06
0.5306538,3.842931E-06
0.5311731,3.844272E-06
0.5316923,3.848726E-06
0.5322115,3.851122E-06
0.5327308,3.852103E-06
0.53325,3.854109E-06
0.5337692,3.854109E-06
0.5342885,3.846442E-06
0.5348077,3.837478E-06
0.535327,3.827766E-06
0.5358462,3.819532E-06
0.5363654,3.816441E-06
0.5368846,3.816257E-06
0.5374039,3.817155E-06
0.5379231,3.817952E-06
0.5384423,3.819425E-06
0.5389615,3.822759E-06
0.5394807,3.825754E-06
0.54,3.828485E-06
0.5405192,3.833072E-06
0.5410385,3.839485E-06
0.5415577,3.844607E-06
0.5420769,3.846008E-06
0.5425962,3.844355E-06
0.5431154,3.843403E-06
0.5436346,3.843403E-06
0.5441539,3.840087E-06
0.5446731,3.836913E-06
0.5451923,3.833217E-06
0.5457115,3.829854E-06
0.5462308,3.829854E-06
0.54675,3.833225E-06
0.5472692,3.838287E-06
0.5477884,3.839324E-06
0.5483077,3.83776E-06
0.5488269,3.83776E-06
0.5493461,3.841421E-06
0.5498654,3.84447E-06
0.5503846,3.845749E-06
0.5509039,3.84514E-06
0.5514231,3.842336E-06
0.5519423,3.837677E-06
0.5524616,3.834447E-06
0.5529808,3.833836E-06
0.5535,3.831291E-06
0.5540192,3.823946E-06
0.5545385,3.817117E-06
0.5550577,3.816503E-06
0.5555769,3.816817E-06
0.5560961,3.812149E-06
0.5566154,3.807475E-06
0.5571346,3.803597E-06
0.5576538,3.799491E-06
0.5581731,3.792825E-06
0.5586923,3.788499E-06
0.5592116,3.786952E-06
0.5597308,3.786952E-06
0.56025,3.786519E-06
0.5607693,3.783803E-06
0.5612885,3.779536E-06
0.5618077,3.775978E-06
0.5623269,3.775606E-06
0.5628462,3.776971E-06
0.5633654,3.777343E-06
0.5638846,3.777343E-06
0.5644038,3.778312E-06
0.5649231,3.779862E-06
0.5654423,3.781651E-06
0.5659615,3.783881E-06
0.5664808,3.788607E-06
0.567,3.795403E-06
0.5675192,3.803735E-06
0.5680385,3.813908E-06
0.5685577,3.823724E-06
0.569077,3.82707E-06
0.5695962,3.825761E-06
0.5701154,3.819762E-06
0.5706346,3.813232E-06
0.5711539,3.807391E-06
0.5716731,3.796645E-06
0.5721923,3.787679E-06
0.5727115,3.780435E-06
0.5732308,3.775784E-06
0.57375,3.774232E-06
0.5742692,3.772067E-06
0.5747885,3.770638E-06
0.5753077,3.767211E-06
0.5758269,3.765306E-06
0.5763462,3.766309E-06
0.5768654,3.768758E-06
0.5773847,3.772603E-06
0.5779039,3.774962E-06
0.5784231,3.774962E-06
0.5789423,3.77732E-06
0.5794616,3.781039E-06
0.5799808,3.782526E-06
0.5805,3.783881E-06
0.5810192,3.787223E-06
0.5815384,3.791983E-06
0.5820577,3.796653E-06
0.5825769,3.796653E-06
0.5830961,3.792331E-06
0.5836154,3.792331E-06
0.5841346,3.789465E-06
0.5846539,3.785754E-06
0.5851731,3.784786E-06
0.5856923,3.786372E-06
0.5862116,3.787238E-06
0.5867308,3.790431E-06
0.58725,3.794446E-06
0.5877692,3.802495E-06
0.5882885,3.805082E-06
0.5888077,3.804751E-06
0.5893269,3.806598E-06
0.5898461,3.81158E-06
0.5903654,3.815021E-06
0.5908846,3.819317E-06
0.5914038,3.828508E-06
0.5919231,3.837249E-06
0.5924423,3.839759E-06
0.5929615,3.839004E-06
0.5934808,3.838828E-06
0.594,3.839927E-06
0.5945193,3.842001E-06
0.5950385,3.84024E-06
0.5955577,3.837066E-06
0.5960769,3.832912E-06
0.5965962,3.829609E-06
0.5971154,3.825631E-06
0.5976346,3.8222E-06
0.5981538,3.821219E-06
0.5986731,3.818091E-06
0.5991923,3.806268E-06
0.5997115,3.795542E-06
0.6002308,3.794986E-06
0.60075,3.798072E-06
0.6012692,3.797085E-06
0.6017885,3.792454E-06
0.6023077,3.786929E-06
0.602827,3.778839E-06
0.6033462,3.770141E-06
0.6038654,3.767157E-06
0.6043846,3.769139E-06
0.6049039,3.770817E-06
0.6054231,3.767242E-06
0.6059423,3.763198E-06
0.6064615,3.760084E-06
0.6069808,3.757715E-06
0.6075,3.757715E-06
0.6080192,3.762513E-06
0.6085384,3.766434E-06
0.6090577,3.7683E-06
0.6095769,3.773309E-06
0.6100962,3.782805E-06
0.6106154,3.793775E-06
0.6111346,3.799753E-06
0.6116539,3.805337E-06
0.6121731,3.812226E-06
0.6126923,3.817815E-06
0.6132116,3.821801E-06
0.6137308,3.824804E-06
0.61425,3.827621E-06
0.6147692,3.830244E-06
0.6152885,3.833149E-06
0.6158077,3.834982E-06
0.6163269,3.837761E-06
0.6168461,3.843556E-06
0.6173654,3.846602E-06
0.6178846,3.847181E-06
0.6184039,3.84645E-06
0.6189231,3.844683E-06
0.6194423,3.844219E-06
0.6199616,3.844219E-06
0.6204808,3.846511E-06
0.621,3.850765E-06
0.6215193,3.852476E-06
0.6220385,3.852255E-06
0.6225577,3.85116E-06
0.6230769,3.853168E-06
0.6235961,3.859122E-06
0.6241154,3.859122E-06
0.6246346,3.849647E-06
0.6251538,3.837112E-06
0.6256731,3.836707E-06
0.6261923,3.843114E-06
0.6267115,3.848665E-06
