X[s],"R RECTUS FEMORIS: EMG 1->filter (FilterSlidingRMS33)"
0.1536923,0
0.1542115,0
0.1547308,0
0.15525,0
0.1557692,0
0.1562885,0
0.1568077,0
0.1573269,0
0.1578462,0
0.1583654,0
0.1588846,0
0.1594038,0
0.1599231,0
0.1604423,0
0.1609615,0
0.1614808,0
0.162,0
0.1625192,0
0.1630385,0
0.1635577,0
0.1640769,0
0.1645962,0
0.1651154,0
0.1656346,0
0.1661538,0
0.1666731,0
0.1671923,0
0.1677115,0
0.1682308,0
0.16875,0
0.1692692,0
0.1697885,0
0.1703077,0
0.1708269,0
0.1713462,0
0.1718654,0
0.1723846,0
0.1729039,0
0.1734231,0
0.1739423,0
0.1744615,0
0.1749808,0
0.1755,0
0.1760192,0
0.1765385,0
0.1770577,0
0.1775769,0
0.1780962,0
0.1786154,0
0.1791346,0
0.1796539,0
0.1801731,0
0.1806923,0
0.1812115,0
0.1817308,0
0.18225,0
0.1827692,0
0.1832885,0
0.1838077,0
0.1843269,0
0.1848462,0
0.1853654,0
0.1858846,0
0.1864039,0
0.1869231,0
0.1874423,0
0.1879615,0
0.1884808,0
0.189,0
0.1895192,0
0.1900385,0
0.1905577,0
0.1910769,0
0.1915962,0
0.1921154,0
0.1926346,0
0.1931538,0
0.1936731,0
0.1941923,0
0.1947115,0
0.1952308,0
0.19575,0
0.1962692,0
0.1967885,0
0.1973077,0
0.1978269,0
0.1983462,0
0.1988654,0
0.1993846,0
0.1999038,0
0.2004231,0
0.2009423,0
0.2014615,0
0.2019808,0
0.2025,0
0.2030192,0
0.2035385,0
0.2040577,0
0.2045769,0
0.2050962,0
0.2056154,0
0.2061346,0
0.2066538,0
0.2071731,0
0.2076923,0
0.2082115,0
0.2087308,0
0.20925,0
0.2097692,0
0.2102885,0
0.2108077,0
0.2113269,0
0.2118462,0
0.2123654,0
0.2128846,0
0.2134039,0
0.2139231,0
0.2144423,0
0.2149615,0
0.2154808,0
0.216,0
0.2165192,0
0.2170385,0
0.2175577,0
0.2180769,0
0.2185962,0
0.2191154,0
0.2196346,0
0.2201539,0
0.2206731,0
0.2211923,0
0.2217115,0
0.2222308,0
0.22275,0
0.2232692,0
0.2237885,0
0.2243077,0
0.2248269,0
0.2253462,0
0.2258654,0
0.2263846,0
0.2269039,0
0.2274231,0
0.2279423,0
0.2284615,0
0.2289808,0
0.2295,0
0.2300192,0
0.2305385,0
0.2310577,0
0.2315769,0
0.2320962,0
0.2326154,0
0.2331346,0
0.2336538,0
0.2341731,0
0.2346923,0
0.2352115,0
0.2357308,0
0.23625,0
0.2367692,0
0.2372885,0
0.2378077,0
0.2383269,0
0.2388462,0
0.2393654,0
0.2398846,0
0.2404038,0
0.2409231,0
0.2414423,0
0.2419615,0
0.2424808,0
0.243,0
0.2435192,0
0.2440385,0
0.2445577,0
0.2450769,0
0.2455962,0
0.2461154,0
0.2466346,0
0.2471538,0
0.2476731,0
0.2481923,0
0.2487115,0
0.2492308,0
0.24975,8.854611E-06
0.2502692,8.866117E-06
0.2507885,8.889394E-06
0.2513077,8.917234E-06
0.2518269,8.935201E-06
0.2523462,8.946603E-06
0.2528654,8.956144E-06
0.2533846,8.967137E-06
0.2539038,8.981786E-06
0.2544231,9.0006E-06
0.2549423,9.016077E-06
0.2554615,9.028156E-06
0.2559808,9.039826E-06
0.2565,9.051097E-06
0.2570192,9.060879E-06
0.2575385,9.068956E-06
0.2580577,9.076706E-06
0.2585769,9.089101E-06
0.2590961,9.106255E-06
0.2596154,9.126304E-06
0.2601346,9.142466E-06
0.2606539,9.15146E-06
0.2611731,9.161852E-06
0.2616923,9.177058E-06
0.2622115,9.191373E-06
0.2627308,9.202457E-06
0.26325,9.219868E-06
0.2637692,9.236779E-06
0.2642885,9.24857E-06
0.2648077,9.262352E-06
0.2653269,9.28157E-06
0.2658462,9.301241E-06
0.2663654,9.318936E-06
0.2668846,9.329141E-06
0.2674038,9.335496E-06
0.2679231,9.341294E-06
0.2684423,9.347089E-06
0.2689615,9.354007E-06
0.2694808,9.363133E-06
0.27,9.371265E-06
0.2705192,9.377592E-06
0.2710385,9.384487E-06
0.2715577,9.395344E-06
0.2720769,9.412862E-06
0.2725962,9.429427E-06
0.2731154,9.440977E-06
0.2736346,9.45841E-06
0.2741539,9.485152E-06
0.2746731,9.505388E-06
0.2751923,9.516107E-06
0.2757115,9.523797E-06
0.2762308,9.533095E-06
0.27675,9.542384E-06
0.2772692,9.550679E-06
0.2777885,9.558039E-06
0.2783077,9.566969E-06
0.2788269,9.577619E-06
0.2793462,9.588621E-06
0.2798654,9.597856E-06
0.2803846,9.607082E-06
0.2809038,9.618793E-06
0.2814231,9.6337E-06
0.2819423,9.654119E-06
0.2824616,9.676529E-06
0.2829808,9.690106E-06
0.2835,9.70062E-06
0.2840192,9.714164E-06
0.2845385,9.730658E-06
0.2850577,9.747126E-06
0.2855769,9.759044E-06
0.2860962,9.766846E-06
0.2866154,9.776583E-06
0.2871346,9.788091E-06
0.2876539,9.797807E-06
0.2881731,9.806846E-06
0.2886923,9.814013E-06
0.2892115,9.82585E-06
0.2897308,9.848383E-06
0.29025,9.878077E-06
0.2907692,9.907091E-06
0.2912885,9.926948E-06
0.2918077,9.940182E-06
0.2923269,9.9534E-06
0.2928461,9.97083E-06
0.2933654,9.988229E-06
0.2938846,1.000061E-05
0.2944039,1.001223E-05
0.2949231,1.002458E-05
0.2954423,1.003729E-05
0.2959615,1.005199E-05
0.2964808,1.006355E-05
0.297,1.007402E-05
0.2975192,1.008555E-05
0.2980385,1.009671E-05
0.2985577,1.010258E-05
0.2990769,1.010537E-05
0.2995962,1.011177E-05
0.3001154,1.012555E-05
0.3006346,1.014268E-05
0.3011538,1.015682E-05
0.3016731,1.016826E-05
0.3021923,1.017968E-05
0.3027115,1.019337E-05
0.3032308,1.020206E-05
0.30375,1.020665E-05
0.3042692,1.021298E-05
0.3047885,1.022547E-05
0.3053077,1.023683E-05
0.3058269,1.024096E-05
0.3063461,1.024275E-05
0.3068654,1.024515E-05
0.3073846,1.024865E-05
0.3079039,1.025999E-05
0.3084231,1.027916E-05
0.3089423,1.029433E-05
0.3094615,1.030826E-05
0.3099808,1.032423E-05
0.3105,1.03498E-05
0.3110192,1.038398E-05
0.3115385,1.041271E-05
0.3120577,1.042496E-05
0.3125769,1.04309E-05
0.3130962,1.044134E-05
0.3136154,1.045839E-05
0.3141346,1.047586E-05
0.3146538,1.049157E-05
0.3151731,1.050264E-05
0.3156923,1.051077E-05
0.3162116,1.052047E-05
0.3167308,1.053295E-05
0.31725,1.054817E-05
0.3177692,1.056063E-05
0.3182885,1.056841E-05
0.3188077,1.05759E-05
0.3193269,1.058796E-05
0.3198462,1.060037E-05
0.3203654,1.060813E-05
0.3208846,1.061559E-05
0.3214039,1.062519E-05
0.3219231,1.063478E-05
0.3224423,1.06431E-05
0.3229615,1.064998E-05
0.3234808,1.06577E-05
0.324,1.06686E-05
0.3245192,1.068572E-05
0.3250385,1.070597E-05
0.3255577,1.072054E-05
0.3260769,1.073243E-05
0.3265962,1.07458E-05
0.3271154,1.075766E-05
0.3276346,1.077216E-05
0.3281538,1.079178E-05
0.3286731,1.081278E-05
0.3291923,1.083233E-05
0.3297116,1.085231E-05
0.3302308,1.087463E-05
0.33075,1.089594E-05
0.3312692,1.091146E-05
0.3317885,1.092112E-05
0.3323077,1.093013E-05
0.3328269,1.094215E-05
0.3333462,1.095346E-05
0.3338654,1.096276E-05
0.3343846,1.097336E-05
0.3349038,1.098569E-05
0.3354231,1.099765E-05
0.3359423,1.10096E-05
0.3364615,1.101982E-05
0.3369808,1.102366E-05
0.3375,1.102559E-05
0.3380192,1.102943E-05
0.3385385,1.10358E-05
0.3390577,1.104535E-05
0.3395769,1.105833E-05
0.3400961,1.107443E-05
0.3406154,1.109264E-05
0.3411346,1.11091E-05
0.3416539,1.112472E-05
0.3421731,1.114032E-05
0.3426923,1.11559E-05
0.3432115,1.117397E-05
0.3437308,1.11976E-05
0.34425,1.122068E-05
0.3447692,1.122273E-05
0.3452885,1.123111E-05
0.3458077,1.124064E-05
0.3463269,1.124318E-05
0.3468462,1.124234E-05
0.3473654,1.123723E-05
0.3478846,1.123305E-05
0.3484038,1.12315E-05
0.3489231,1.122755E-05
0.3494423,1.122101E-05
0.3499615,1.121951E-05
0.3504808,1.121836E-05
0.351,1.121366E-05
0.3515192,1.120827E-05
0.3520385,1.121156E-05
0.3525577,1.122904E-05
0.3530769,1.12451E-05
0.3535962,1.125088E-05
0.3541154,1.124882E-05
0.3546346,1.123976E-05
0.3551539,1.122963E-05
0.3556731,1.121887E-05
0.3561923,1.12064E-05
0.3567115,1.119823E-05
0.3572308,1.120099E-05
0.35775,1.120469E-05
0.3582692,1.119622E-05
0.3587885,1.118353E-05
0.3593077,1.117531E-05
0.3598269,1.117608E-05
0.3603462,1.118385E-05
0.3608654,1.118781E-05
0.3613846,1.118934E-05
0.3619038,1.118547E-05
0.3624231,1.117248E-05
0.3629423,1.116264E-05
0.3634616,1.116185E-05
0.3639808,1.116058E-05
0.3645,1.115215E-05
0.3650192,1.114451E-05
0.3655385,1.113767E-05
0.3660577,1.112914E-05
0.3665769,1.111583E-05
0.3670962,1.110095E-05
0.3676154,1.109214E-05
0.3681346,1.109284E-05
0.3686539,1.109386E-05
0.3691731,1.109132E-05
0.3696923,1.108568E-05
0.3702115,1.108145E-05
0.3707308,1.108243E-05
0.37125,1.109063E-05
0.3717692,1.110374E-05
0.3722885,1.111752E-05
0.3728077,1.112929E-05
0.3733269,1.114242E-05
0.3738461,1.115251E-05
0.3743654,1.116091E-05
0.3748846,1.117308E-05
0.3754039,1.118073E-05
0.3759231,1.118519E-05
0.3764423,1.118928E-05
0.3769615,1.119099E-05
0.3774808,1.119545E-05
0.378,1.120542E-05
0.3785192,1.121294E-05
0.3790385,1.121894E-05
0.3795577,1.12205E-05
0.3800769,1.121591E-05
0.3805962,1.121064E-05
0.3811154,1.121032E-05
0.3816346,1.121176E-05
0.3821538,1.12107E-05
0.3826731,1.121202E-05
0.3831923,1.120871E-05
0.3837115,1.120213E-05
0.3842308,1.119808E-05
0.38475,1.119944E-05
0.3852692,1.12041E-05
0.3857885,1.120842E-05
0.3863077,1.120903E-05
0.3868269,1.120675E-05
0.3873461,1.12048E-05
0.3878654,1.120047E-05
0.3883846,1.119011E-05
0.3889039,1.117921E-05
0.3894231,1.117128E-05
0.3899423,1.116949E-05
0.3904615,1.116747E-05
0.3909808,1.11637E-05
0.3915,1.116528E-05
0.3920192,1.116736E-05
0.3925385,1.116916E-05
0.3930577,1.115978E-05
0.3935769,1.114314E-05
0.3940962,1.112911E-05
0.3946154,1.11205E-05
0.3951346,1.111884E-05
0.3956538,1.11193E-05
0.3961731,1.112366E-05
0.3966923,1.112366E-05
0.3972116,1.111879E-05
0.3977308,1.110865E-05
0.39825,1.109832E-05
0.3987692,1.109072E-05
0.3992885,1.108806E-05
0.3998077,1.108721E-05
0.4003269,1.108511E-05
0.4008462,1.108332E-05
0.4013654,1.108332E-05
0.4018846,1.108932E-05
0.4024039,1.109965E-05
0.4029231,1.111018E-05
0.4034423,1.111514E-05
0.4039615,1.111883E-05
0.4044808,1.112471E-05
0.405,1.112667E-05
0.4055192,1.112435E-05
0.4060385,1.11231E-05
0.4065577,1.11231E-05
0.4070769,1.112356E-05
0.4075962,1.112163E-05
0.4081154,1.111735E-05
0.4086346,1.111456E-05
0.4091538,1.111756E-05
0.4096731,1.113045E-05
0.4101923,1.114118E-05
0.4107116,1.113922E-05
0.4112308,1.113102E-05
0.41175,1.112437E-05
0.4122692,1.111396E-05
0.4127885,1.110639E-05
0.4133077,1.110093E-05
0.4138269,1.109637E-05
0.4143462,1.110042E-05
0.4148654,1.110257E-05
0.4153846,1.109383E-05
0.4159038,1.108207E-05
0.4164231,1.107413E-05
0.4169423,1.107413E-05
0.4174615,1.108131E-05
0.4179808,1.10927E-05
0.4185,1.11022E-05
0.4190192,1.110683E-05
0.4195385,1.110901E-05
0.4200577,1.110825E-05
0.4205769,1.111034E-05
0.4210961,1.111312E-05
0.4216154,1.111501E-05
0.4221346,1.111444E-05
0.4226539,1.111383E-05
0.4231731,1.111666E-05
0.4236923,1.112462E-05
0.4242115,1.113062E-05
0.4247308,1.113542E-05
0.42525,1.113998E-05
0.4257692,1.114484E-05
0.4262885,1.114484E-05
0.4268077,1.113748E-05
0.4273269,1.113605E-05
0.4278462,1.114392E-05
0.4283654,1.114887E-05
0.4288846,1.114372E-05
0.4294038,1.113938E-05
0.4299231,1.114642E-05
0.4304423,1.115642E-05
0.4309615,1.116171E-05
0.4314808,1.116873E-05
0.432,1.117876E-05
0.4325192,1.11821E-05
0.4330385,1.117883E-05
0.4335577,1.117287E-05
0.4340769,1.116724E-05
0.4345962,1.116169E-05
0.4351154,1.116214E-05
0.4356346,1.116214E-05
0.4361539,1.115013E-05
0.4366731,1.113381E-05
0.4371923,1.112606E-05
0.4377115,1.112606E-05
0.4382308,1.112743E-05
0.43875,1.112743E-05
0.4392692,1.112557E-05
0.4397885,1.112523E-05
0.4403077,1.112553E-05
0.4408269,1.112913E-05
0.4413462,1.113708E-05
0.4418654,1.114478E-05
0.4423846,1.115351E-05
0.4429038,1.116308E-05
0.4434231,1.117355E-05
0.4439423,1.118738E-05
0.4444616,1.120289E-05
0.4449808,1.121691E-05
0.4455,1.122583E-05
0.4460192,1.123013E-05
0.4465385,1.123082E-05
0.4470577,1.123082E-05
0.4475769,1.123082E-05
0.4480962,1.123052E-05
0.4486154,1.122707E-05
0.4491346,1.121705E-05
0.4496539,1.120182E-05
0.4501731,1.118786E-05
0.4506923,1.117241E-05
0.4512115,1.115274E-05
0.4517308,1.114113E-05
0.45225,1.113848E-05
0.4527692,1.113697E-05
0.4532885,1.113474E-05
0.4538077,1.112951E-05
0.4543269,1.112583E-05
0.4548462,1.112098E-05
0.4553654,1.111712E-05
0.4558846,1.111332E-05
0.4564039,1.110869E-05
0.4569231,1.110078E-05
0.4574423,1.109152E-05
0.4579615,1.108715E-05
0.4584808,1.108998E-05
0.459,1.109558E-05
0.4595192,1.109912E-05
0.4600385,1.109798E-05
0.4605577,1.109175E-05
0.4610769,1.108178E-05
0.4615962,1.107334E-05
0.4621154,1.107457E-05
0.4626346,1.108066E-05
0.4631538,1.107782E-05
0.4636731,1.106792E-05
0.4641923,1.106208E-05
0.4647115,1.105961E-05
0.4652308,1.105644E-05
0.46575,1.106177E-05
0.4662692,1.106674E-05
0.4667885,1.107173E-05
0.4673077,1.108442E-05
0.4678269,1.10959E-05
0.4683461,1.109444E-05
0.4688654,1.108973E-05
0.4693846,1.108508E-05
0.4699039,1.107884E-05
0.4704231,1.108041E-05
0.4709423,1.109306E-05
0.4714615,1.111089E-05
0.4719808,1.112611E-05
0.4725,1.113453E-05
0.4730192,1.11405E-05
0.4735385,1.114902E-05
0.4740577,1.115533E-05
0.4745769,1.115736E-05
0.4750962,1.115471E-05
0.4756154,1.115332E-05
0.4761346,1.115077E-05
0.4766538,1.113899E-05
0.4771731,1.112889E-05
0.4776923,1.112504E-05
0.4782116,1.112677E-05
0.4787308,1.112828E-05
0.47925,1.112828E-05
0.4797692,1.113175E-05
0.4802885,1.114007E-05
0.4808077,1.115073E-05
0.4813269,1.115672E-05
0.4818462,1.115672E-05
0.4823654,1.115176E-05
0.4828846,1.114928E-05
0.4834039,1.114775E-05
0.4839231,1.114775E-05
0.4844423,1.114818E-05
0.4849615,1.114684E-05
0.4854808,1.115402E-05
0.486,1.116188E-05
0.4865192,1.116367E-05
0.4870385,1.115989E-05
0.4875577,1.115146E-05
0.4880769,1.114817E-05
0.4885962,1.114651E-05
0.4891154,1.114616E-05
0.4896346,1.114653E-05
0.4901538,1.11489E-05
0.4906731,1.115147E-05
0.4911923,1.115177E-05
0.4917116,1.115274E-05
0.4922308,1.115375E-05
0.49275,1.115269E-05
0.4932692,1.11551E-05
0.4937885,1.116022E-05
0.4943077,1.115515E-05
0.4948269,1.114349E-05
0.4953462,1.113705E-05
0.4958654,1.113358E-05
0.4963846,1.112781E-05
0.4969039,1.112136E-05
0.4974231,1.112001E-05
0.4979423,1.111899E-05
0.4984615,1.1113E-05
0.4989808,1.110552E-05
0.4995,1.110454E-05
0.5000193,1.110518E-05
0.5005385,1.109703E-05
0.5010577,1.108654E-05
0.5015769,1.108222E-05
0.5020962,1.108318E-05
0.5026154,1.10888E-05
0.5031346,1.109285E-05
0.5036538,1.109431E-05
0.5041731,1.109391E-05
0.5046923,1.109541E-05
0.5052115,1.110334E-05
0.5057307,1.111473E-05
0.50625,1.112883E-05
0.5067692,1.113899E-05
0.5072885,1.114387E-05
0.5078077,1.114832E-05
0.5083269,1.114967E-05
0.5088462,1.114746E-05
0.5093654,1.114286E-05
0.5098846,1.114212E-05
0.5104039,1.114584E-05
0.5109231,1.114555E-05
0.5114423,1.114128E-05
0.5119615,1.113863E-05
0.5124808,1.113926E-05
0.513,1.113432E-05
0.5135192,1.112946E-05
0.5140384,1.112978E-05
0.5145577,1.113352E-05
0.5150769,1.113231E-05
0.5155962,1.112879E-05
0.5161154,1.11258E-05
0.5166346,1.112464E-05
0.5171539,1.112512E-05
0.5176731,1.112822E-05
0.5181923,1.113447E-05
0.5187116,1.11391E-05
0.5192308,1.11391E-05
0.51975,1.114336E-05
0.5202692,1.115403E-05
0.5207885,1.116109E-05
0.5213077,1.116048E-05
0.5218269,1.115254E-05
0.5223461,1.11462E-05
0.5228654,1.114822E-05
0.5233846,1.114632E-05
0.5239038,1.113369E-05
0.5244231,1.112381E-05
0.5249423,1.112097E-05
0.5254616,1.112355E-05
0.5259808,1.112886E-05
0.5265,1.113609E-05
0.5270193,1.114009E-05
0.5275385,1.113934E-05
0.5280577,1.113568E-05
0.5285769,1.112974E-05
0.5290962,1.112387E-05
0.5296154,1.112172E-05
0.5301346,1.112143E-05
0.5306538,1.111871E-05
0.5311731,1.11098E-05
0.5316923,1.109323E-05
0.5322115,1.107509E-05
0.5327308,1.107009E-05
0.53325,1.106804E-05
0.5337692,1.1062E-05
0.5342885,1.105551E-05
0.5348077,1.104991E-05
0.535327,1.104801E-05
0.5358462,1.105447E-05
0.5363654,1.10624E-05
0.5368846,1.106556E-05
0.5374039,1.106885E-05
0.5379231,1.107134E-05
0.5384423,1.107359E-05
0.5389615,1.107496E-05
0.5394807,1.107733E-05
0.54,1.10768E-05
0.5405192,1.10709E-05
0.5410385,1.107133E-05
0.5415577,1.108283E-05
0.5420769,1.109481E-05
0.5425962,1.110198E-05
0.5431154,1.110965E-05
0.5436346,1.111624E-05
0.5441539,1.111796E-05
0.5446731,1.111831E-05
0.5451923,1.112087E-05
0.5457115,1.113237E-05
0.5462308,1.115791E-05
0.54675,1.117522E-05
0.5472692,1.117803E-05
0.5477884,1.117903E-05
0.5483077,1.119007E-05
0.5488269,1.120347E-05
0.5493461,1.120908E-05
0.5498654,1.120513E-05
0.5503846,1.119873E-05
0.5509039,1.119326E-05
0.5514231,1.119022E-05
0.5519423,1.118775E-05
0.5524616,1.11821E-05
0.5529808,1.11821E-05
0.5535,1.118702E-05
0.5540192,1.119004E-05
0.5545385,1.118304E-05
0.5550577,1.117749E-05
0.5555769,1.11841E-05
0.5560961,1.11988E-05
0.5566154,1.12113E-05
0.5571346,1.12149E-05
0.5576538,1.120936E-05
0.5581731,1.120028E-05
0.5586923,1.119575E-05
0.5592116,1.118896E-05
0.5597308,1.118398E-05
0.56025,1.11728E-05
0.5607693,1.115392E-05
0.5612885,1.113721E-05
0.5618077,1.113371E-05
0.5623269,1.113499E-05
0.5628462,1.113405E-05
0.5633654,1.11295E-05
0.5638846,1.112909E-05
0.5644038,1.11342E-05
0.5649231,1.113702E-05
0.5654423,1.113674E-05
0.5659615,1.113674E-05
0.5664808,1.113746E-05
0.567,1.113631E-05
0.5675192,1.113703E-05
0.5680385,1.113943E-05
0.5685577,1.113863E-05
0.569077,1.113159E-05
0.5695962,1.11261E-05
0.5701154,1.112756E-05
0.5706346,1.113156E-05
0.5711539,1.113493E-05
0.5716731,1.113621E-05
0.5721923,1.113971E-05
0.5727115,1.115081E-05
0.5732308,1.116713E-05
0.57375,1.118038E-05
0.5742692,1.118385E-05
0.5747885,1.117732E-05
0.5753077,1.11731E-05
0.5758269,1.117081E-05
0.5763462,1.116973E-05
0.5768654,1.117228E-05
0.5773847,1.117385E-05
0.5779039,1.116966E-05
0.5784231,1.11649E-05
0.5789423,1.116962E-05
0.5794616,1.11749E-05
0.5799808,1.117039E-05
0.5805,1.115906E-05
0.5810192,1.115303E-05
0.5815384,1.115502E-05
0.5820577,1.115627E-05
0.5825769,1.115491E-05
0.5830961,1.116147E-05
0.5836154,1.117962E-05
0.5841346,1.119386E-05
0.5846539,1.119768E-05
0.5851731,1.119632E-05
0.5856923,1.119632E-05
0.5862116,1.120098E-05
0.5867308,1.120825E-05
0.58725,1.121368E-05
0.5877692,1.121724E-05
0.5882885,1.121475E-05
0.5888077,1.120593E-05
0.5893269,1.119462E-05
0.5898461,1.118448E-05
0.5903654,1.11715E-05
0.5908846,1.115749E-05
0.5914038,1.114514E-05
0.5919231,1.113809E-05
0.5924423,1.113431E-05
0.5929615,1.112944E-05
0.5934808,1.11213E-05
0.594,1.111446E-05
0.5945193,1.111362E-05
0.5950385,1.111012E-05
0.5955577,1.110602E-05
0.5960769,1.10969E-05
0.5965962,1.108403E-05
0.5971154,1.107938E-05
0.5976346,1.108428E-05
0.5981538,1.109592E-05
0.5986731,1.110981E-05
0.5991923,1.112265E-05
0.5997115,1.113282E-05
0.6002308,1.114311E-05
0.60075,1.115348E-05
0.6012692,1.116456E-05
0.6017885,1.117144E-05
0.6023077,1.116534E-05
0.602827,1.115768E-05
0.6033462,1.115468E-05
0.6038654,1.11522E-05
0.6043846,1.115176E-05
0.6049039,1.115079E-05
0.6054231,1.114809E-05
0.6059423,1.114612E-05
0.6064615,1.114259E-05
0.6069808,1.113208E-05
0.6075,1.111631E-05
0.6080192,1.110884E-05
0.6085384,1.111159E-05
0.6090577,1.112054E-05
0.6095769,1.112799E-05
0.6100962,1.11326E-05
0.6106154,1.113923E-05
0.6111346,1.114669E-05
0.6116539,1.114818E-05
0.6121731,1.114674E-05
0.6126923,1.114786E-05
0.6132116,1.11467E-05
0.6137308,1.114008E-05
0.61425,1.113213E-05
0.6147692,1.112689E-05
0.6152885,1.112885E-05
0.6158077,1.113611E-05
0.6163269,1.114558E-05
0.6168461,1.115482E-05
0.6173654,1.116085E-05
0.6178846,1.116305E-05
0.6184039,1.11634E-05
0.6189231,1.11576E-05
0.6194423,1.114994E-05
0.6199616,1.114878E-05
0.6204808,1.115352E-05
0.621,1.115425E-05
0.6215193,1.114879E-05
0.6220385,1.114456E-05
0.6225577,1.114723E-05
0.6230769,1.115051E-05
0.6235961,1.115087E-05
0.6241154,1.114985E-05
0.6246346,1.114637E-05
0.6251538,1.11427E-05
0.6256731,1.11395E-05
0.6261923,1.113668E-05
0.6267115,1.113778E-05
