X[s],"L RECTUS FEMORIS: EMG 2->filter (FilterSlidingRMS45)"
0.1536923,0
0.1542115,0
0.1547308,0
0.15525,0
0.1557692,0
0.1562885,0
0.1568077,0
0.1573269,0
0.1578462,0
0.1583654,0
0.1588846,0
0.1594038,0
0.1599231,0
0.1604423,0
0.1609615,0
0.1614808,0
0.162,0
0.1625192,0
0.1630385,0
0.1635577,0
0.1640769,0
0.1645962,0
0.1651154,0
0.1656346,0
0.1661538,0
0.1666731,0
0.1671923,0
0.1677115,0
0.1682308,0
0.16875,0
0.1692692,0
0.1697885,0
0.1703077,0
0.1708269,0
0.1713462,0
0.1718654,0
0.1723846,0
0.1729039,0
0.1734231,0
0.1739423,0
0.1744615,0
0.1749808,0
0.1755,0
0.1760192,0
0.1765385,0
0.1770577,0
0.1775769,0
0.1780962,0
0.1786154,0
0.1791346,0
0.1796539,0
0.1801731,0
0.1806923,0
0.1812115,0
0.1817308,0
0.18225,0
0.1827692,0
0.1832885,0
0.1838077,0
0.1843269,0
0.1848462,0
0.1853654,0
0.1858846,0
0.1864039,0
0.1869231,0
0.1874423,0
0.1879615,0
0.1884808,0
0.189,0
0.1895192,0
0.1900385,0
0.1905577,0
0.1910769,0
0.1915962,0
0.1921154,0
0.1926346,0
0.1931538,0
0.1936731,0
0.1941923,0
0.1947115,0
0.1952308,0
0.19575,0
0.1962692,0
0.1967885,0
0.1973077,0
0.1978269,0
0.1983462,0
0.1988654,0
0.1993846,0
0.1999038,0
0.2004231,0
0.2009423,0
0.2014615,0
0.2019808,0
0.2025,0
0.2030192,0
0.2035385,0
0.2040577,0
0.2045769,0
0.2050962,0
0.2056154,0
0.2061346,0
0.2066538,0
0.2071731,0
0.2076923,0
0.2082115,0
0.2087308,0
0.20925,0
0.2097692,0
0.2102885,0
0.2108077,0
0.2113269,0
0.2118462,0
0.2123654,0
0.2128846,0
0.2134039,0
0.2139231,0
0.2144423,0
0.2149615,0
0.2154808,0
0.216,0
0.2165192,0
0.2170385,0
0.2175577,0
0.2180769,0
0.2185962,0
0.2191154,0
0.2196346,0
0.2201539,0
0.2206731,0
0.2211923,0
0.2217115,0
0.2222308,0
0.22275,0
0.2232692,0
0.2237885,0
0.2243077,0
0.2248269,0
0.2253462,0
0.2258654,0
0.2263846,0
0.2269039,0
0.2274231,0
0.2279423,0
0.2284615,0
0.2289808,0
0.2295,0
0.2300192,0
0.2305385,0
0.2310577,0
0.2315769,0
0.2320962,0
0.2326154,0
0.2331346,0
0.2336538,0
0.2341731,0
0.2346923,0
0.2352115,0
0.2357308,0
0.23625,0
0.2367692,0
0.2372885,0
0.2378077,0
0.2383269,0
0.2388462,0
0.2393654,0
0.2398846,0
0.2404038,0
0.2409231,0
0.2414423,0
0.2419615,0
0.2424808,0
0.243,0
0.2435192,0
0.2440385,0
0.2445577,0
0.2450769,0
0.2455962,0
0.2461154,0
0.2466346,0
0.2471538,0
0.2476731,0
0.2481923,0
0.2487115,0
0.2492308,0
0.24975,5.667486E-06
0.2502692,5.668979E-06
0.2507885,5.671045E-06
0.2513077,5.675691E-06
0.2518269,5.682374E-06
0.2523462,5.689426E-06
0.2528654,5.695373E-06
0.2533846,5.69912E-06
0.2539038,5.700785E-06
0.2544231,5.701941E-06
0.2549423,5.702947E-06
0.2554615,5.704611E-06
0.2559808,5.706095E-06
0.2565,5.707947E-06
0.2570192,5.71021E-06
0.2575385,5.711215E-06
0.2580577,5.71163E-06
0.2585769,5.711959E-06
0.2590961,5.711964E-06
0.2596154,5.714675E-06
0.2601346,5.71841E-06
0.2606539,5.718661E-06
0.2611731,5.719076E-06
0.2616923,5.719491E-06
0.2622115,5.720228E-06
0.2627308,5.722706E-06
0.26325,5.73009E-06
0.2637692,5.741854E-06
0.2642885,5.75311E-06
0.2648077,5.761661E-06
0.2653269,5.764837E-06
0.2658462,5.765695E-06
0.2663654,5.76602E-06
0.2668846,5.766066E-06
0.2674038,5.767899E-06
0.2679231,5.770138E-06
0.2684423,5.77128E-06
0.2689615,5.771407E-06
0.2694808,5.771656E-06
0.27,5.77312E-06
0.2705192,5.780061E-06
0.2710385,5.802761E-06
0.2715577,5.861333E-06
0.2720769,5.954374E-06
0.2725962,6.066946E-06
0.2731154,6.17603E-06
0.2736346,6.256877E-06
0.2741539,6.298978E-06
0.2746731,6.310131E-06
0.2751923,6.310915E-06
0.2757115,6.311212E-06
0.2762308,6.311328E-06
0.27675,6.311625E-06
0.2772692,6.288871E-06
0.2777885,6.268922E-06
0.2783077,6.257761E-06
0.2788269,6.25645E-06
0.2793462,6.26452E-06
0.2798654,6.27263E-06
0.2803846,6.2739E-06
0.2809038,6.273475E-06
0.2814231,6.273475E-06
0.2819423,6.273699E-06
0.2824616,6.27503E-06
0.2829808,6.275463E-06
0.2835,6.272028E-06
0.2840192,6.26859E-06
0.2845385,6.267918E-06
0.2850577,6.267492E-06
0.2855769,6.267563E-06
0.2860962,6.269053E-06
0.2866154,6.267371E-06
0.2871346,6.258467E-06
0.2876539,6.246289E-06
0.2881731,6.226679E-06
0.2886923,6.203046E-06
0.2892115,6.185648E-06
0.2897308,6.177878E-06
0.29025,6.178271E-06
0.2907692,6.17994E-06
0.2912885,6.17821E-06
0.2918077,6.177774E-06
0.2923269,6.177565E-06
0.2928461,6.174113E-06
0.2933654,6.164942E-06
0.2938846,6.152126E-06
0.2944039,6.142598E-06
0.2949231,6.136459E-06
0.2954423,6.132983E-06
0.2959615,6.131723E-06
0.2964808,6.132654E-06
0.297,6.133815E-06
0.2975192,6.135915E-06
0.2980385,6.137418E-06
0.2985577,6.138797E-06
0.2990769,6.139217E-06
0.2995962,6.139651E-06
0.3001154,6.138811E-06
0.3006346,6.139308E-06
0.3011538,6.144572E-06
0.3016731,6.147659E-06
0.3021923,6.145258E-06
0.3027115,6.142965E-06
0.3032308,6.138234E-06
0.30375,6.132315E-06
0.3042692,6.127098E-06
0.3047885,6.120512E-06
0.3053077,6.119173E-06
0.3058269,6.124086E-06
0.3063461,6.125654E-06
0.3068654,6.123474E-06
0.3073846,6.121981E-06
0.3079039,6.121981E-06
0.3084231,6.121077E-06
0.3089423,6.119354E-06
0.3094615,6.11924E-06
0.3099808,6.119397E-06
0.3105,6.119756E-06
0.3110192,6.119646E-06
0.3115385,6.118114E-06
0.3120577,6.115702E-06
0.3125769,6.113096E-06
0.3130962,6.112391E-06
0.3136154,6.111227E-06
0.3141346,6.109171E-06
0.3146538,6.106807E-06
0.3151731,6.111447E-06
0.3156923,6.12234E-06
0.3162116,6.135528E-06
0.3167308,6.158853E-06
0.31725,6.197019E-06
0.3177692,6.238256E-06
0.3182885,6.275664E-06
0.3188077,6.323246E-06
0.3193269,6.374564E-06
0.3198462,6.402505E-06
0.3203654,6.407557E-06
0.3208846,6.406497E-06
0.3214039,6.403804E-06
0.3219231,6.399544E-06
0.3224423,6.395768E-06
0.3229615,6.39214E-06
0.3234808,6.38752E-06
0.324,6.383131E-06
0.3245192,6.380818E-06
0.3250385,6.383021E-06
0.3255577,6.388506E-06
0.3260769,6.395177E-06
0.3265962,6.404402E-06
0.3271154,6.412336E-06
0.3276346,6.418763E-06
0.3281538,6.426825E-06
0.3286731,6.435554E-06
0.3291923,6.440067E-06
0.3297116,6.441377E-06
0.3302308,6.439703E-06
0.33075,6.435759E-06
0.3312692,6.431826E-06
0.3317885,6.431826E-06
0.3323077,6.434012E-06
0.3328269,6.433611E-06
0.3333462,6.430168E-06
0.3338654,6.429404E-06
0.3343846,6.429772E-06
0.3349038,6.429567E-06
0.3354231,6.429226E-06
0.3359423,6.430646E-06
0.3364615,6.430646E-06
0.3369808,6.429954E-06
0.3375,6.432504E-06
0.3380192,6.435454E-06
0.3385385,6.436705E-06
0.3390577,6.437906E-06
0.3395769,6.439994E-06
0.3400961,6.437265E-06
0.3406154,6.416924E-06
0.3411346,6.356321E-06
0.3416539,6.264126E-06
0.3421731,6.186068E-06
0.3426923,6.141368E-06
0.3432115,6.103598E-06
0.3437308,6.057336E-06
0.34425,6.019871E-06
0.3447692,6.004283E-06
0.3452885,6.004283E-06
0.3458077,6.007535E-06
0.3463269,6.013484E-06
0.3468462,6.015632E-06
0.3473654,6.015164E-06
0.3478846,6.013455E-06
0.3484038,6.012442E-06
0.3489231,6.011687E-06
0.3494423,6.01288E-06
0.3499615,6.018795E-06
0.3504808,6.020921E-06
0.351,6.021432E-06
0.3515192,6.020264E-06
0.3520385,6.019214E-06
0.3525577,6.01863E-06
0.3530769,6.018878E-06
0.3535962,6.018912E-06
0.3541154,6.020274E-06
0.3546346,6.021325E-06
0.3551539,6.021515E-06
0.3556731,6.021165E-06
0.3561923,6.021165E-06
0.3567115,6.021437E-06
0.3572308,6.020698E-06
0.35775,6.018752E-06
0.3582692,6.019944E-06
0.3587885,6.023251E-06
0.3593077,6.025482E-06
0.3598269,6.023693E-06
0.3603462,6.019681E-06
0.3608654,6.019097E-06
0.3613846,6.019092E-06
0.3619038,6.019019E-06
0.3624231,6.017564E-06
0.3629423,6.013981E-06
0.3634616,6.019603E-06
0.3639808,6.040754E-06
0.3645,6.066221E-06
0.3650192,6.077203E-06
0.3655385,6.073342E-06
0.3660577,6.063304E-06
0.3665769,6.057152E-06
0.3670962,6.054638E-06
0.3676154,6.047286E-06
0.3681346,6.038809E-06
0.3686539,6.038533E-06
0.3691731,6.042722E-06
0.3696923,6.048826E-06
0.3702115,6.055421E-06
0.3707308,6.058375E-06
0.37125,6.060116E-06
0.3717692,6.062628E-06
0.3722885,6.06541E-06
0.3728077,6.066452E-06
0.3733269,6.066452E-06
0.3738461,6.067452E-06
0.3743654,6.067452E-06
0.3748846,6.062352E-06
0.3754039,6.05895E-06
0.3759231,6.05884E-06
0.3764423,6.058878E-06
0.3769615,6.05866E-06
0.3774808,6.058583E-06
0.378,6.058622E-06
0.3785192,6.058839E-06
0.3790385,6.058839E-06
0.3795577,6.05427E-06
0.3800769,6.046239E-06
0.3805962,6.034239E-06
0.3811154,6.011132E-06
0.3816346,5.979674E-06
0.3821538,5.945779E-06
0.3826731,5.923251E-06
0.3831923,5.906774E-06
0.3837115,5.890688E-06
0.3842308,5.868058E-06
0.38475,5.844269E-06
0.3852692,5.830708E-06
0.3857885,5.824813E-06
0.3863077,5.82429E-06
0.3868269,5.826598E-06
0.3873461,5.837204E-06
0.3878654,5.856558E-06
0.3883846,5.887287E-06
0.3889039,5.932243E-06
0.3894231,5.984266E-06
0.3899423,6.042087E-06
0.3904615,6.085674E-06
0.3909808,6.107497E-06
0.3915,6.113848E-06
0.3920192,6.113426E-06
0.3925385,6.110609E-06
0.3930577,6.108734E-06
0.3935769,6.107776E-06
0.3940962,6.105056E-06
0.3946154,6.102177E-06
0.3951346,6.10164E-06
0.3956538,6.101664E-06
0.3961731,6.101395E-06
0.3966923,6.100056E-06
0.3972116,6.097443E-06
0.3977308,6.0936E-06
0.39825,6.090369E-06
0.3987692,6.087618E-06
0.3992885,6.084803E-06
0.3998077,6.079025E-06
0.4003269,6.067838E-06
0.4008462,6.055315E-06
0.4013654,6.044471E-06
0.4018846,6.038887E-06
0.4024039,6.040822E-06
0.4029231,6.044311E-06
0.4034423,6.044471E-06
0.4039615,6.044044E-06
0.4044808,6.044873E-06
0.405,6.043981E-06
0.4055192,6.041073E-06
0.4060385,6.040079E-06
0.4065577,6.041476E-06
0.4070769,6.043235E-06
0.4075962,6.053476E-06
0.4081154,6.068899E-06
0.4086346,6.079945E-06
0.4091538,6.085823E-06
0.4096731,6.085645E-06
0.4101923,6.081794E-06
0.4107116,6.068257E-06
0.4112308,6.042358E-06
0.41175,6.01292E-06
0.4122692,5.989686E-06
0.4127885,5.979836E-06
0.4133077,5.985245E-06
0.4138269,5.99346E-06
0.4143462,5.999364E-06
0.4148654,6.010016E-06
0.4153846,6.028427E-06
0.4159038,6.037189E-06
0.4164231,6.034642E-06
0.4169423,6.032546E-06
0.4174615,6.035224E-06
0.4179808,6.043202E-06
0.4185,6.048758E-06
0.4190192,6.048758E-06
0.4195385,6.031808E-06
0.4200577,6.006195E-06
0.4205769,5.990376E-06
0.4210961,5.975814E-06
0.4216154,5.950605E-06
0.4221346,5.923638E-06
0.4226539,5.910784E-06
0.4231731,5.909074E-06
0.4236923,5.909471E-06
0.4242115,5.910437E-06
0.4247308,5.909947E-06
0.42525,5.909218E-06
0.4257692,5.908123E-06
0.4262885,5.907627E-06
0.4268077,5.90785E-06
0.4273269,5.90727E-06
0.4278462,5.905128E-06
0.4283654,5.904399E-06
0.4288846,5.904384E-06
0.4294038,5.905004E-06
0.4299231,5.906209E-06
0.4304423,5.90843E-06
0.4309615,5.909525E-06
0.4314808,5.909525E-06
0.432,5.918955E-06
0.4325192,5.940463E-06
0.4330385,5.959993E-06
0.4335577,5.973908E-06
0.4340769,5.986156E-06
0.4345962,5.995229E-06
0.4351154,6.000732E-06
0.4356346,6.005922E-06
0.4361539,6.011435E-06
0.4366731,6.018354E-06
0.4371923,6.032818E-06
0.4377115,6.054566E-06
0.4382308,6.07138E-06
0.43875,6.075392E-06
0.4392692,6.075392E-06
0.4397885,6.074703E-06
0.4403077,6.072847E-06
0.4408269,6.068833E-06
0.4413462,6.066154E-06
0.4418654,6.064841E-06
0.4423846,6.060242E-06
0.4429038,6.048386E-06
0.4434231,6.03559E-06
0.4439423,6.030148E-06
0.4444616,6.030148E-06
0.4449808,6.030148E-06
0.4455,6.024613E-06
0.4460192,6.017653E-06
0.4465385,6.017405E-06
0.4470577,6.022114E-06
0.4475769,6.026315E-06
0.4480962,6.02594E-06
0.4486154,6.018062E-06
0.4491346,6.011689E-06
0.4496539,6.007595E-06
0.4501731,6.003191E-06
0.4506923,5.996748E-06
0.4512115,5.984052E-06
0.4517308,5.973393E-06
0.45225,5.967315E-06
0.4527692,5.961074E-06
0.4532885,5.955176E-06
0.4538077,5.952751E-06
0.4543269,5.953066E-06
0.4548462,5.954246E-06
0.4553654,5.952908E-06
0.4558846,5.948198E-06
0.4564039,5.944475E-06
0.4569231,5.945303E-06
0.4574423,5.951683E-06
0.4579615,5.960952E-06
0.4584808,5.969568E-06
0.459,5.979568E-06
0.4595192,5.995625E-06
0.4600385,6.012946E-06
0.4605577,6.024521E-06
0.4610769,6.026421E-06
0.4615962,6.026363E-06
0.4621154,6.025741E-06
0.4626346,6.025741E-06
0.4631538,6.027374E-06
0.4636731,6.028992E-06
0.4641923,6.031328E-06
0.4647115,6.035973E-06
0.4652308,6.045339E-06
0.46575,6.054634E-06
0.4662692,6.058463E-06
0.4667885,6.06086E-06
0.4673077,6.065556E-06
0.4678269,6.068529E-06
0.4683461,6.071887E-06
0.4688654,6.072914E-06
0.4693846,6.072003E-06
0.4699039,6.071815E-06
0.4704231,6.071081E-06
0.4709423,6.067954E-06
0.4714615,6.065522E-06
0.4719808,6.064937E-06
0.4725,6.065125E-06
0.4730192,6.065705E-06
0.4735385,6.0664E-06
0.4740577,6.069272E-06
0.4745769,6.070237E-06
0.4750962,6.066401E-06
0.4756154,6.063426E-06
0.4761346,6.062498E-06
0.4766538,6.061595E-06
0.4771731,6.061116E-06
0.4776923,6.060343E-06
0.4782116,6.052892E-06
0.4787308,6.038282E-06
0.47925,6.026013E-06
0.4797692,6.016207E-06
0.4802885,6.006386E-06
0.4808077,5.991931E-06
0.4813269,5.959585E-06
0.4818462,5.923342E-06
0.4823654,5.878077E-06
0.4828846,5.799051E-06
0.4834039,5.709639E-06
0.4839231,5.632025E-06
0.4844423,5.57668E-06
0.4849615,5.545689E-06
0.4854808,5.529208E-06
0.486,5.524954E-06
0.4865192,5.536661E-06
0.4870385,5.545857E-06
0.4875577,5.5478E-06
0.4880769,5.549911E-06
0.4885962,5.549009E-06
0.4891154,5.544653E-06
0.4896346,5.54188E-06
0.4901538,5.541372E-06
0.4906731,5.541182E-06
0.4911923,5.541013E-06
0.4917116,5.540125E-06
0.4922308,5.539829E-06
0.49275,5.543782E-06
0.4932692,5.549194E-06
0.4937885,5.551727E-06
0.4943077,5.552465E-06
0.4948269,5.551283E-06
0.4953462,5.55036E-06
0.4958654,5.552971E-06
0.4963846,5.553478E-06
0.4969039,5.553562E-06
0.4974231,5.553689E-06
0.4979423,5.553773E-06
0.4984615,5.554875E-06
0.4989808,5.556014E-06
0.4995,5.555956E-06
0.5000193,5.563726E-06
0.5005385,5.597778E-06
0.5010577,5.678209E-06
0.5015769,5.794251E-06
0.5020962,5.87883E-06
0.5026154,5.92174E-06
0.5031346,5.940306E-06
0.5036538,5.949592E-06
0.5041731,5.953843E-06
0.5046923,5.95371E-06
0.5052115,5.952239E-06
0.5057307,5.951782E-06
0.50625,5.952608E-06
0.5067692,5.954576E-06
0.5072885,5.956686E-06
0.5078077,5.956686E-06
0.5083269,5.956391E-06
0.5088462,5.956877E-06
0.5093654,5.954871E-06
0.5098846,5.951683E-06
0.5104039,5.952864E-06
0.5109231,5.952706E-06
0.5114423,5.952328E-06
0.5119615,5.951663E-06
0.5124808,5.949326E-06
0.513,5.942336E-06
0.5135192,5.931148E-06
0.5140384,5.920354E-06
0.5145577,5.912434E-06
0.5150769,5.910606E-06
0.5155962,5.911374E-06
0.5161154,5.913242E-06
0.5166346,5.914801E-06
0.5171539,5.913984E-06
0.5176731,5.912637E-06
0.5181923,5.912018E-06
0.5187116,5.913325E-06
0.5192308,5.916178E-06
0.51975,5.921892E-06
0.5202692,5.92118E-06
0.5207885,5.900544E-06
0.5213077,5.843212E-06
0.5218269,5.749844E-06
0.5223461,5.632622E-06
0.5228654,5.514713E-06
0.5233846,5.424028E-06
0.5239038,5.375274E-06
0.5244231,5.362182E-06
0.5249423,5.362182E-06
0.5254616,5.364016E-06
0.5259808,5.364322E-06
0.5265,5.364169E-06
0.5270193,5.36264E-06
0.5275385,5.360084E-06
0.5280577,5.357854E-06
0.5285769,5.352249E-06
0.5290962,5.340022E-06
0.5296154,5.336423E-06
0.5301346,5.354393E-06
0.5306538,5.381078E-06
0.5311731,5.412985E-06
0.5316923,5.451591E-06
0.5322115,5.4786E-06
0.5327308,5.4944E-06
0.53325,5.50447E-06
0.5337692,5.506598E-06
0.5342885,5.5063E-06
0.5348077,5.506337E-06
0.535327,5.506427E-06
0.5358462,5.5043E-06
0.5363654,5.501463E-06
0.5368846,5.504698E-06
0.5374039,5.50857E-06
0.5379231,5.510883E-06
0.5384423,5.513305E-06
0.5389615,5.518652E-06
0.5394807,5.519331E-06
0.54,5.512774E-06
0.5405192,5.504337E-06
0.5410385,5.499722E-06
0.5415577,5.497575E-06
0.5420769,5.497303E-06
0.5425962,5.497298E-06
0.5431154,5.497538E-06
0.5436346,5.498534E-06
0.5441539,5.499301E-06
0.5446731,5.499386E-06
0.5451923,5.500425E-06
0.5457115,5.500339E-06
0.5462308,5.502895E-06
0.54675,5.504768E-06
0.5472692,5.502506E-06
0.5477884,5.500829E-06
0.5483077,5.500334E-06
0.5488269,5.500201E-06
0.5493461,5.501207E-06
0.5498654,5.506741E-06
0.5503846,5.513629E-06
0.5509039,5.512562E-06
0.5514231,5.511881E-06
0.5519423,5.522471E-06
0.5524616,5.544763E-06
0.5529808,5.559111E-06
0.5535,5.560917E-06
0.5540192,5.56077E-06
0.5545385,5.56027E-06
0.5550577,5.555564E-06
0.5555769,5.545291E-06
0.5560961,5.535565E-06
0.5566154,5.529128E-06
0.5571346,5.526373E-06
0.5576538,5.526007E-06
0.5581731,5.527348E-06
0.5586923,5.527771E-06
0.5592116,5.52828E-06
0.5597308,5.533109E-06
0.56025,5.537664E-06
0.5607693,5.541471E-06
0.5612885,5.547677E-06
0.5618077,5.555063E-06
0.5623269,5.559068E-06
0.5628462,5.558858E-06
0.5633654,5.560138E-06
0.5638846,5.563171E-06
0.5644038,5.565087E-06
0.5649231,5.562386E-06
0.5654423,5.560854E-06
0.5659615,5.569316E-06
0.5664808,5.577723E-06
0.567,5.564713E-06
0.5675192,5.532347E-06
0.5680385,5.49774E-06
0.5685577,5.451075E-06
0.569077,5.397473E-06
0.5695962,5.364644E-06
0.5701154,5.352751E-06
0.5706346,5.349205E-06
0.5711539,5.349276E-06
0.5716731,5.348093E-06
0.5721923,5.345952E-06
0.5727115,5.345031E-06
0.5732308,5.347485E-06
0.57375,5.358542E-06
0.5742692,5.369462E-06
0.5747885,5.37494E-06
0.5753077,5.386196E-06
0.5758269,5.42849E-06
0.5763462,5.500887E-06
0.5768654,5.567649E-06
0.5773847,5.592379E-06
0.5779039,5.588775E-06
0.5784231,5.576936E-06
0.5789423,5.56899E-06
0.5794616,5.565681E-06
0.5799808,5.563787E-06
0.5805,5.562904E-06
0.5810192,5.561767E-06
0.5815384,5.558474E-06
0.5820577,5.554089E-06
0.5825769,5.551895E-06
0.5830961,5.551183E-06
0.5836154,5.550592E-06
0.5841346,5.550186E-06
0.5846539,5.550165E-06
0.5851731,5.549716E-06
0.5856923,5.54807E-06
0.5862116,5.552655E-06
0.5867308,5.566351E-06
0.58725,5.576654E-06
0.5877692,5.580197E-06
0.5882885,5.577368E-06
0.5888077,5.574343E-06
0.5893269,5.571805E-06
0.5898461,5.570038E-06
0.5903654,5.570796E-06
0.5908846,5.572094E-06
0.5914038,5.572435E-06
0.5919231,5.572604E-06
0.5924423,5.5747E-06
0.5929615,5.579615E-06
0.5934808,5.590171E-06
0.594,5.600707E-06
0.5945193,5.606143E-06
0.5950385,5.605516E-06
0.5955577,5.602318E-06
0.5960769,5.596167E-06
0.5965962,5.594743E-06
0.5971154,5.599321E-06
0.5976346,5.604089E-06
0.5981538,5.606676E-06
0.5986731,5.607679E-06
0.5991923,5.605563E-06
0.5997115,5.6003E-06
0.6002308,5.599018E-06
0.60075,5.598218E-06
0.6012692,5.60363E-06
0.6017885,5.616633E-06
0.6023077,5.633892E-06
0.602827,5.661008E-06
0.6033462,5.699948E-06
0.6038654,5.735475E-06
0.6043846,5.767737E-06
0.6049039,5.805719E-06
0.6054231,5.844607E-06
0.6059423,5.865735E-06
0.6064615,5.873717E-06
0.6069808,5.875911E-06
0.6075,5.874116E-06
0.6080192,5.870525E-06
0.6085384,5.867386E-06
0.6090577,5.865574E-06
0.6095769,5.864176E-06
0.6100962,5.862583E-06
0.6106154,5.861744E-06
0.6111346,5.861988E-06
0.6116539,5.861983E-06
0.6121731,5.862263E-06
0.6126923,5.861544E-06
0.6132116,5.855305E-06
0.6137308,5.838941E-06
0.61425,5.817933E-06
0.6147692,5.800808E-06
0.6152885,5.79277E-06
0.6158077,5.789103E-06
0.6163269,5.786209E-06
0.6168461,5.785617E-06
0.6173654,5.789463E-06
0.6178846,5.791188E-06
0.6184039,5.787727E-06
0.6189231,5.782827E-06
0.6194423,5.776873E-06
0.6199616,5.769675E-06
0.6204808,5.765232E-06
0.621,5.763118E-06
0.6215193,5.760754E-06
0.6220385,5.75805E-06
0.6225577,5.756666E-06
0.6230769,5.755567E-06
0.6235961,5.754391E-06
0.6241154,5.752742E-06
0.6246346,5.752416E-06
0.6251538,5.752294E-06
0.6256731,5.752675E-06
0.6261923,5.754666E-06
0.6267115,5.754691E-06
